recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
5,415.01,1,0,Urban,0,Phone,Buy One Get One,0
12,108.63,0,1,Surburban,1,Web,Discount,0
2,94.51,1,0,Rural,1,Phone,Buy One Get One,0
4,1095.76,1,0,Surburban,1,Phone,Discount,0
2,169.12,1,0,Rural,0,Phone,Buy One Get One,0
1,699.31,0,1,Surburban,1,Multichannel,Discount,0
9,484.7,0,1,Rural,1,Multichannel,Discount,0
12,57.47,0,1,Surburban,1,Phone,Discount,0
8,139.09,1,0,Rural,1,Web,Buy One Get One,0
10,29.99,0,1,Surburban,0,Web,Buy One Get One,0
12,126.97,1,0,Surburban,1,Phone,Discount,0
3,312.63,1,0,Surburban,0,Web,Discount,0
10,463.92,1,0,Urban,1,Web,No Offer,0
1,29.99,0,1,Surburban,0,Web,Buy One Get One,0
7,147.08,0,1,Rural,0,Phone,Discount,1
9,82.03,0,1,Urban,0,Phone,No Offer,0
7,89.05,1,0,Surburban,0,Phone,No Offer,0
6,75.29,1,0,Surburban,1,Phone,Discount,0
7,224.45,1,0,Rural,0,Phone,No Offer,0
4,29.99,1,0,Surburban,0,Phone,Discount,0
1,599.79,0,1,Urban,1,Web,Buy One Get One,0
1,157.63,0,1,Urban,1,Web,Discount,1
1,481.25,1,0,Surburban,1,Web,No Offer,1
10,50.26,0,1,Surburban,1,Web,Discount,0
6,113.53,0,1,Surburban,0,Phone,Buy One Get One,1
5,107.3,0,1,Urban,1,Web,No Offer,0
1,29.99,0,1,Surburban,1,Phone,Buy One Get One,0
11,29.99,0,1,Surburban,1,Web,Discount,1
11,50.26,1,0,Urban,1,Web,Discount,1
2,139.73,1,0,Urban,0,Web,Discount,0
6,228.49,1,0,Surburban,0,Phone,No Offer,0
7,29.99,1,0,Urban,0,Phone,No Offer,1
7,225.02,0,1,Rural,0,Phone,No Offer,0
2,51.79,1,0,Rural,0,Phone,No Offer,0
7,64.04,0,1,Rural,0,Web,Buy One Get One,1
3,705.12,0,1,Surburban,1,Web,Buy One Get One,0
2,119.61,1,0,Surburban,1,Phone,Buy One Get One,0
4,107.18,1,0,Surburban,1,Phone,Buy One Get One,0
9,320.21,0,1,Urban,1,Multichannel,Buy One Get One,0
9,186.89,1,0,Surburban,1,Phone,No Offer,0
12,145.4,0,1,Urban,1,Web,No Offer,0
1,1253.57,0,1,Urban,1,Web,Discount,0
2,233.8,1,1,Surburban,0,Web,Buy One Get One,0
9,118.53,1,0,Urban,0,Web,No Offer,0
3,457.09,0,1,Surburban,0,Web,Buy One Get One,1
10,224.76,0,1,Surburban,0,Multichannel,Discount,0
2,546.94,0,1,Urban,1,Phone,Discount,0
11,100.22,1,0,Urban,0,Web,Discount,0
12,139.21,0,1,Surburban,1,Web,Discount,0
2,49.23,1,0,Surburban,1,Phone,No Offer,0
10,373.1,0,1,Surburban,1,Phone,Buy One Get One,0
1,409.72,1,0,Surburban,1,Phone,No Offer,0
1,576.78,0,1,Surburban,1,Multichannel,No Offer,0
9,181.16,0,1,Rural,0,Web,Buy One Get One,0
10,29.99,0,1,Urban,0,Web,Discount,1
3,294.98,1,0,Surburban,0,Web,No Offer,0
2,107.4,1,0,Urban,1,Phone,No Offer,0
10,202.22,1,0,Rural,0,Phone,No Offer,0
11,165.14,1,0,Surburban,0,Phone,Discount,0
3,29.99,0,1,Urban,0,Phone,Buy One Get One,0
3,160.89,0,1,Surburban,1,Web,No Offer,0
8,54.81,0,1,Urban,1,Phone,Discount,0
12,29.99,1,0,Urban,1,Phone,Discount,0
2,620.36,0,1,Surburban,1,Web,Buy One Get One,0
11,50.79,1,0,Surburban,1,Web,Buy One Get One,0
2,583.13,1,0,Surburban,1,Web,No Offer,0
9,252.74,1,0,Surburban,0,Phone,Buy One Get One,0
4,73.76,1,0,Urban,0,Phone,Buy One Get One,1
7,447.32,1,0,Surburban,0,Phone,No Offer,0
1,612.82,1,1,Surburban,1,Web,No Offer,0
3,308.86,1,1,Rural,0,Phone,Discount,0
2,372.61,1,0,Rural,0,Phone,Buy One Get One,0
5,115.11,0,1,Urban,1,Web,Discount,0
6,77.42,1,0,Surburban,1,Web,Buy One Get One,0
2,50.39,0,1,Surburban,0,Phone,Buy One Get One,0
10,202.57,0,1,Rural,1,Phone,No Offer,0
1,84.43,1,0,Rural,1,Web,Buy One Get One,0
10,281.35,1,1,Urban,1,Web,No Offer,0
1,479.03,0,1,Surburban,1,Phone,No Offer,0
6,36.6,0,1,Surburban,1,Web,Buy One Get One,0
3,351.59,0,1,Surburban,1,Multichannel,No Offer,0
6,583.98,0,1,Surburban,1,Web,Buy One Get One,0
2,29.99,1,0,Surburban,0,Web,No Offer,0
8,220.72,0,1,Urban,1,Multichannel,Discount,0
1,1726.14,1,1,Surburban,1,Web,Buy One Get One,1
10,61.54,0,1,Urban,1,Phone,Discount,0
6,320.35,1,0,Surburban,0,Phone,Buy One Get One,0
11,166.63,0,1,Surburban,1,Web,Buy One Get One,0
11,93.38,0,1,Urban,0,Web,Buy One Get One,0
3,29.99,0,1,Urban,1,Phone,Buy One Get One,0
6,347.02,0,1,Surburban,0,Multichannel,Discount,1
1,101.22,1,0,Urban,1,Web,No Offer,0
12,890.77,1,1,Surburban,1,Multichannel,Buy One Get One,1
3,300.56,1,0,Surburban,0,Multichannel,No Offer,0
10,1148.64,1,1,Surburban,1,Multichannel,Buy One Get One,0
3,352.43,1,0,Surburban,1,Multichannel,Buy One Get One,0
9,326.04,1,0,Surburban,0,Phone,Discount,0
9,463.52,1,1,Urban,1,Multichannel,No Offer,0
2,127.37,0,1,Urban,0,Phone,No Offer,0
10,30.85,1,0,Surburban,0,Web,Discount,0
1,863.55,0,1,Surburban,1,Phone,No Offer,0
10,169.92,0,1,Surburban,1,Phone,No Offer,0
1,160.7,0,1,Surburban,0,Phone,Discount,0
1,751.8,1,1,Rural,1,Multichannel,No Offer,0
4,78.09,1,0,Rural,1,Web,No Offer,0
6,209.88,0,1,Urban,0,Phone,No Offer,0
4,268.16,1,1,Surburban,0,Web,Buy One Get One,0
5,480.68,1,0,Urban,0,Web,No Offer,1
5,281.53,1,0,Rural,0,Multichannel,Buy One Get One,0
8,627.74,1,1,Urban,1,Web,No Offer,1
9,129.22,0,1,Urban,0,Web,Discount,0
2,592.25,0,1,Urban,1,Web,Discount,0
10,312.11,1,0,Urban,0,Web,No Offer,0
4,220.9,0,1,Surburban,0,Web,Discount,0
1,300.82,1,0,Urban,1,Multichannel,No Offer,0
2,160.52,1,0,Urban,0,Web,Buy One Get One,0
9,81.15,0,1,Urban,0,Web,Discount,0
1,117.65,1,0,Urban,0,Web,Discount,1
9,53.75,1,0,Surburban,0,Phone,No Offer,0
1,681.87,1,1,Surburban,1,Multichannel,Buy One Get One,0
6,47.45,0,1,Surburban,1,Web,Buy One Get One,1
4,29.99,0,1,Surburban,0,Web,Discount,0
1,371.81,1,1,Rural,1,Multichannel,No Offer,1
6,46.53,1,0,Surburban,1,Phone,Buy One Get One,0
9,32.66,0,1,Rural,0,Phone,No Offer,0
10,30.13,1,0,Urban,1,Phone,Discount,1
6,29.99,0,1,Rural,1,Web,No Offer,0
7,257.45,1,1,Surburban,1,Web,Buy One Get One,1
2,499.92,0,1,Rural,1,Phone,Buy One Get One,1
6,147.81,0,1,Surburban,0,Web,No Offer,0
11,134.13,1,0,Surburban,0,Web,No Offer,0
2,29.99,0,1,Urban,0,Web,Buy One Get One,1
2,368.83,1,1,Surburban,0,Phone,Buy One Get One,0
10,103.51,0,1,Urban,1,Phone,No Offer,0
1,240.49,1,0,Rural,0,Web,Discount,0
4,29.99,0,1,Surburban,0,Phone,No Offer,0
5,335.02,1,0,Surburban,0,Phone,No Offer,0
11,86.06,1,0,Surburban,1,Web,Buy One Get One,0
10,503.89,1,0,Rural,1,Multichannel,Discount,0
6,230.64,1,1,Surburban,0,Web,Buy One Get One,0
5,29.99,1,0,Rural,0,Web,No Offer,0
12,112.06,1,0,Surburban,0,Phone,No Offer,0
3,189.93,1,0,Urban,1,Phone,Buy One Get One,0
2,343.09,1,0,Surburban,0,Multichannel,No Offer,0
3,72.63,1,0,Surburban,1,Phone,Discount,0
2,1017.65,1,0,Surburban,1,Phone,Discount,0
4,65.83,1,0,Urban,0,Web,No Offer,0
9,64.87,0,1,Urban,0,Web,Buy One Get One,0
2,736.57,1,1,Surburban,1,Phone,Discount,0
10,194.32,0,1,Urban,1,Phone,No Offer,0
5,672.56,1,1,Urban,1,Phone,No Offer,1
4,29.99,1,0,Urban,0,Phone,Buy One Get One,0
3,29.99,0,1,Urban,1,Phone,Buy One Get One,0
10,137.53,0,1,Surburban,1,Phone,No Offer,0
8,76.03,0,1,Surburban,0,Phone,Discount,0
7,477.37,1,1,Rural,0,Phone,No Offer,1
1,303.19,0,1,Surburban,1,Web,No Offer,0
5,328.35,1,0,Rural,0,Phone,Buy One Get One,0
7,352.39,0,1,Rural,0,Phone,No Offer,0
6,127.31,0,1,Surburban,0,Phone,Discount,0
9,189.78,0,1,Rural,0,Phone,Buy One Get One,0
3,112.98,1,0,Surburban,0,Phone,Discount,0
3,436.5,1,0,Surburban,0,Web,Buy One Get One,0
8,138.6,0,1,Surburban,0,Web,Buy One Get One,0
12,29.99,0,1,Surburban,1,Phone,Buy One Get One,1
6,92.95,0,1,Surburban,0,Web,No Offer,0
6,302.37,0,1,Urban,0,Phone,No Offer,0
8,237.83,0,1,Surburban,0,Multichannel,No Offer,1
6,103.74,0,1,Surburban,0,Phone,Discount,1
2,29.99,1,0,Urban,0,Web,No Offer,0
7,368.85,1,1,Urban,1,Web,No Offer,0
2,212.04,1,0,Surburban,0,Phone,Buy One Get One,0
1,727.8,1,1,Surburban,1,Web,Buy One Get One,0
1,132.24,1,0,Urban,0,Web,Buy One Get One,1
2,632.66,1,1,Surburban,1,Multichannel,No Offer,0
8,41.08,0,1,Urban,1,Phone,Discount,0
2,395.8,1,0,Urban,0,Web,Buy One Get One,1
6,29.99,1,0,Surburban,0,Web,Buy One Get One,0
8,127.8,0,1,Rural,1,Web,No Offer,1
10,229.4,1,0,Surburban,1,Phone,No Offer,0
2,442.13,0,1,Urban,0,Web,Discount,0
1,240.52,1,0,Surburban,0,Phone,Buy One Get One,0
1,792.56,0,1,Rural,1,Phone,Discount,0
4,92.12,1,0,Surburban,1,Web,No Offer,0
7,138.9,1,0,Rural,0,Web,Discount,1
7,579.77,1,0,Surburban,1,Multichannel,No Offer,0
10,34.03,1,0,Surburban,0,Web,No Offer,0
2,144.57,1,0,Urban,0,Web,Discount,0
10,48.32,1,0,Surburban,1,Web,Buy One Get One,0
7,345.33,1,0,Urban,0,Phone,Buy One Get One,0
8,714.92,1,0,Urban,1,Phone,No Offer,0
1,29.99,1,0,Surburban,1,Web,No Offer,0
1,29.99,1,0,Urban,0,Phone,Discount,1
9,268.09,1,0,Surburban,1,Web,No Offer,0
11,29.99,1,0,Urban,0,Web,Buy One Get One,0
10,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
1,251.83,1,0,Surburban,0,Web,Discount,0
9,29.99,0,1,Surburban,0,Web,Discount,0
8,176.54,0,1,Urban,1,Web,Buy One Get One,1
10,133.59,1,0,Surburban,0,Phone,Discount,1
11,29.99,1,0,Surburban,0,Web,Discount,0
1,32.69,0,1,Urban,1,Web,Discount,0
4,110.92,0,1,Rural,1,Phone,No Offer,0
5,275.4,0,1,Surburban,0,Web,Buy One Get One,0
9,132.31,1,0,Urban,0,Phone,No Offer,0
4,204.23,1,0,Surburban,1,Phone,No Offer,0
3,243.77,0,1,Urban,1,Web,Discount,1
11,167.41,1,0,Rural,0,Phone,Buy One Get One,1
10,98.7,0,1,Surburban,1,Web,Discount,0
2,186.4,0,1,Urban,1,Phone,Discount,0
3,98.71,1,0,Urban,1,Phone,Discount,0
2,394.76,0,1,Surburban,0,Phone,No Offer,0
10,146.88,1,0,Surburban,1,Web,Discount,0
9,44.51,0,1,Surburban,0,Web,Buy One Get One,0
10,122.67,1,0,Urban,0,Phone,Buy One Get One,0
4,1131.59,0,1,Surburban,1,Phone,Buy One Get One,0
11,29.99,1,0,Surburban,0,Web,No Offer,0
11,29.99,1,0,Surburban,1,Phone,Buy One Get One,0
2,59.68,0,1,Surburban,0,Phone,No Offer,0
10,253.76,0,1,Surburban,1,Web,Buy One Get One,0
4,161.5,1,0,Urban,0,Phone,Buy One Get One,0
10,147.87,0,1,Urban,0,Web,No Offer,0
8,29.99,0,1,Surburban,1,Web,No Offer,0
4,841.23,0,1,Urban,1,Phone,Buy One Get One,0
5,49.45,0,1,Surburban,0,Phone,Discount,0
1,479.52,0,1,Urban,0,Web,Discount,0
1,463.97,0,1,Surburban,1,Multichannel,No Offer,0
1,738.66,0,1,Surburban,1,Multichannel,Discount,0
3,29.99,0,1,Surburban,1,Web,No Offer,0
2,29.99,1,0,Surburban,1,Phone,Discount,0
8,75.21,1,0,Urban,1,Phone,No Offer,0
4,29.99,0,1,Urban,0,Phone,No Offer,0
1,29.99,1,0,Urban,0,Phone,No Offer,0
11,94.11,0,1,Urban,1,Phone,No Offer,0
10,44.84,1,0,Rural,0,Web,Discount,1
5,190.73,1,0,Rural,0,Phone,No Offer,0
1,451.45,0,1,Surburban,1,Multichannel,No Offer,0
5,34.43,1,0,Urban,0,Web,Buy One Get One,0
10,250.53,0,1,Urban,1,Phone,Buy One Get One,0
3,29.99,0,1,Surburban,0,Web,No Offer,0
10,29.99,0,1,Urban,0,Web,Discount,1
7,90.82,0,1,Urban,1,Phone,Buy One Get One,0
12,29.99,1,0,Surburban,1,Web,Discount,0
1,229.55,0,1,Surburban,0,Web,Discount,0
2,485.48,1,0,Surburban,0,Phone,Buy One Get One,0
7,96.14,0,1,Surburban,1,Web,Discount,0
11,92.46,1,0,Rural,1,Phone,No Offer,0
9,106.76,1,0,Rural,1,Web,Discount,0
10,245.72,1,1,Urban,1,Multichannel,No Offer,0
7,155.27,1,0,Rural,0,Web,No Offer,0
11,341.43,0,1,Surburban,0,Web,Buy One Get One,0
10,418.11,1,1,Surburban,1,Web,Discount,1
10,62.51,0,1,Surburban,0,Web,Buy One Get One,0
5,116.44,1,0,Rural,0,Web,Discount,1
9,46.31,1,0,Surburban,1,Phone,Buy One Get One,1
5,153.42,1,0,Urban,1,Web,Discount,0
5,29.99,1,0,Surburban,1,Web,Buy One Get One,1
3,275.67,0,1,Surburban,0,Multichannel,Buy One Get One,0
10,228.97,1,1,Surburban,0,Phone,No Offer,0
2,230.59,0,1,Surburban,0,Phone,No Offer,0
1,507.9,1,1,Surburban,1,Phone,Buy One Get One,1
2,483.11,1,0,Urban,0,Multichannel,No Offer,0
9,221.68,1,0,Surburban,0,Phone,Discount,0
5,189.46,1,0,Urban,0,Phone,Buy One Get One,0
1,40.89,0,1,Urban,0,Phone,No Offer,1
2,199.33,0,1,Surburban,0,Phone,No Offer,0
10,36.29,0,1,Urban,0,Web,No Offer,0
4,29.99,0,1,Urban,1,Web,Buy One Get One,0
9,29.99,0,1,Surburban,0,Phone,Buy One Get One,1
1,29.99,1,0,Rural,1,Phone,No Offer,0
1,185.86,0,1,Urban,1,Phone,Discount,0
1,115.94,0,1,Surburban,1,Phone,Buy One Get One,1
3,376.7,1,0,Rural,0,Multichannel,Buy One Get One,0
2,240.57,0,1,Rural,1,Phone,No Offer,0
10,421.87,0,1,Surburban,0,Multichannel,No Offer,0
1,157.26,1,0,Urban,0,Phone,No Offer,0
9,365.32,0,1,Surburban,0,Multichannel,Discount,1
2,237.92,0,1,Urban,0,Web,Discount,1
9,93.19,1,0,Surburban,1,Web,Buy One Get One,0
10,436.14,1,1,Surburban,0,Web,Discount,0
2,669.6,0,1,Urban,1,Multichannel,Discount,0
8,464.17,1,1,Surburban,0,Multichannel,No Offer,0
10,692.16,1,1,Surburban,1,Multichannel,Buy One Get One,0
9,92.71,1,0,Surburban,0,Phone,Discount,0
1,133.53,0,1,Urban,1,Phone,Discount,0
8,29.99,0,1,Surburban,0,Web,Discount,0
5,30.79,1,0,Urban,0,Phone,No Offer,0
8,49.59,1,0,Urban,1,Phone,Discount,0
5,45.04,0,1,Urban,1,Phone,Buy One Get One,0
4,49.61,1,0,Rural,1,Web,No Offer,0
5,120.71,1,0,Surburban,0,Web,No Offer,0
10,157.33,0,1,Urban,1,Phone,No Offer,0
7,98.53,0,1,Urban,1,Web,Buy One Get One,0
9,163.26,0,1,Surburban,0,Phone,Discount,0
10,49.87,0,1,Surburban,1,Web,No Offer,0
8,147.76,1,0,Surburban,1,Phone,Buy One Get One,0
1,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
9,270.31,1,0,Rural,1,Multichannel,Discount,0
9,127.04,0,1,Surburban,1,Web,No Offer,0
3,153.16,1,0,Rural,0,Web,Discount,0
2,152.29,1,0,Urban,0,Web,No Offer,0
6,122.26,1,0,Surburban,1,Phone,Discount,0
4,858.14,1,1,Surburban,1,Phone,Buy One Get One,0
5,420.97,0,1,Urban,1,Multichannel,No Offer,0
5,62.12,1,0,Surburban,1,Web,Discount,0
10,176.03,0,1,Urban,0,Web,Buy One Get One,0
3,30.42,1,0,Rural,1,Phone,Buy One Get One,0
4,396.94,1,0,Urban,0,Multichannel,Discount,0
1,429.54,1,1,Surburban,0,Multichannel,Discount,0
1,327.72,1,0,Urban,0,Web,Buy One Get One,0
1,186.65,0,1,Surburban,1,Phone,Discount,1
4,205.96,1,0,Urban,0,Multichannel,Buy One Get One,0
11,92.92,1,0,Surburban,1,Phone,No Offer,0
7,284.94,1,0,Surburban,0,Web,Discount,0
10,95.23,0,1,Urban,0,Web,No Offer,0
7,55.35,1,0,Urban,1,Phone,Buy One Get One,0
12,275.73,1,0,Surburban,0,Phone,Discount,0
10,857.97,1,0,Surburban,1,Multichannel,Discount,0
1,720.37,1,0,Surburban,1,Web,Buy One Get One,0
1,851.07,0,1,Urban,1,Multichannel,No Offer,0
2,641.86,1,1,Surburban,1,Phone,Buy One Get One,0
1,29.99,0,1,Surburban,0,Web,Buy One Get One,0
2,223.87,0,1,Surburban,0,Phone,Buy One Get One,0
5,101.67,0,1,Surburban,0,Web,Buy One Get One,1
12,268.38,0,1,Urban,1,Web,Discount,0
3,737.55,1,1,Surburban,1,Multichannel,Buy One Get One,0
2,315.15,1,0,Urban,1,Web,No Offer,0
10,474.18,1,0,Rural,0,Phone,Buy One Get One,0
2,214.04,1,0,Urban,1,Multichannel,No Offer,0
7,371.27,0,1,Surburban,0,Web,No Offer,0
5,61.04,0,1,Urban,0,Web,No Offer,1
10,71.78,1,0,Surburban,0,Web,No Offer,0
5,29.99,0,1,Urban,0,Phone,Buy One Get One,1
3,116.47,0,1,Surburban,0,Phone,Buy One Get One,0
4,709.55,1,0,Urban,1,Phone,Discount,0
3,29.99,1,0,Surburban,0,Web,Buy One Get One,0
4,270.17,0,1,Urban,0,Multichannel,Buy One Get One,1
9,467.14,1,1,Urban,1,Web,Discount,0
1,358.06,0,1,Urban,0,Phone,Buy One Get One,0
8,202.77,0,1,Urban,0,Phone,Buy One Get One,1
10,29.99,0,1,Surburban,1,Phone,Discount,0
1,305.95,1,0,Urban,0,Multichannel,Buy One Get One,0
10,29.99,1,0,Surburban,0,Phone,Buy One Get One,0
12,357.76,1,1,Urban,0,Web,Buy One Get One,1
7,374.26,1,0,Surburban,0,Web,Discount,1
9,191.6,0,1,Urban,0,Phone,Discount,0
4,114.53,0,1,Surburban,0,Phone,Discount,0
6,410.3,1,0,Surburban,0,Web,Buy One Get One,0
7,286.9,1,0,Urban,1,Web,Discount,0
12,653.22,0,1,Rural,1,Phone,Buy One Get One,0
6,140.94,1,0,Surburban,0,Web,No Offer,0
2,118.72,1,0,Surburban,0,Web,No Offer,0
2,583.53,1,0,Urban,1,Web,Buy One Get One,0
10,157.16,1,0,Surburban,0,Phone,Buy One Get One,0
10,68.19,1,0,Urban,0,Web,Discount,0
7,29.99,1,0,Surburban,1,Web,Buy One Get One,0
1,526.28,0,1,Rural,1,Phone,No Offer,1
6,144.86,0,1,Urban,0,Phone,Discount,0
9,191.25,1,0,Rural,0,Web,Discount,0
8,29.99,1,0,Urban,0,Phone,Discount,0
7,314.41,0,1,Urban,0,Web,Discount,0
1,428.75,1,0,Urban,0,Multichannel,No Offer,1
2,152.99,1,0,Urban,0,Web,Discount,0
8,164.83,1,0,Rural,0,Phone,Discount,1
8,76.35,0,1,Surburban,1,Phone,Discount,0
2,127.07,0,1,Surburban,0,Web,Buy One Get One,0
3,575.84,1,0,Surburban,1,Multichannel,No Offer,0
12,29.99,1,0,Urban,0,Web,No Offer,0
7,190.0,1,0,Rural,0,Web,No Offer,0
6,82.61,1,0,Urban,1,Web,Buy One Get One,0
6,29.99,1,0,Urban,1,Phone,Buy One Get One,0
7,103.78,1,0,Surburban,1,Web,Buy One Get One,0
3,88.99,0,1,Surburban,1,Web,Buy One Get One,0
6,29.99,1,0,Surburban,0,Phone,No Offer,0
8,325.88,1,0,Surburban,0,Phone,Discount,1
2,1089.66,1,0,Surburban,1,Multichannel,No Offer,0
10,32.04,1,0,Urban,1,Web,Discount,1
10,184.01,0,1,Rural,1,Phone,Buy One Get One,0
10,84.23,1,0,Surburban,1,Web,No Offer,0
10,91.78,1,0,Urban,1,Web,Buy One Get One,0
10,524.51,0,1,Surburban,1,Phone,Discount,0
5,29.99,0,1,Surburban,1,Web,Discount,1
3,234.59,1,1,Urban,1,Web,No Offer,0
11,464.91,0,1,Surburban,0,Multichannel,Buy One Get One,0
9,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
3,234.92,0,1,Surburban,1,Phone,Discount,0
4,210.5,0,1,Rural,0,Web,Buy One Get One,0
9,29.99,1,0,Urban,0,Phone,No Offer,0
11,122.31,0,1,Surburban,1,Web,No Offer,0
10,49.51,1,0,Urban,0,Phone,Discount,0
3,113.04,1,0,Surburban,1,Web,Discount,1
6,79.37,0,1,Rural,1,Web,Discount,0
2,121.63,0,1,Surburban,1,Phone,Discount,0
10,68.22,1,0,Surburban,1,Phone,Discount,0
1,35.59,0,1,Surburban,0,Phone,No Offer,0
12,699.65,1,1,Surburban,1,Multichannel,No Offer,0
9,29.99,0,1,Urban,1,Web,No Offer,1
4,63.02,0,1,Surburban,1,Phone,Buy One Get One,0
6,700.05,1,1,Urban,1,Web,Discount,0
10,161.68,0,1,Surburban,0,Web,Discount,0
4,94.9,0,1,Rural,0,Web,No Offer,0
5,419.77,1,0,Urban,1,Multichannel,Discount,0
11,176.7,1,0,Surburban,1,Phone,No Offer,0
3,57.31,0,1,Urban,1,Phone,No Offer,1
1,29.99,0,1,Rural,1,Web,Discount,0
1,69.47,0,1,Urban,0,Web,No Offer,0
1,252.89,1,0,Surburban,0,Multichannel,No Offer,0
9,72.24,0,1,Surburban,0,Web,Discount,0
9,78.58,1,0,Surburban,1,Phone,No Offer,0
1,778.1,0,1,Rural,1,Phone,No Offer,0
1,315.6,0,1,Surburban,0,Phone,Buy One Get One,0
9,306.1,0,1,Urban,1,Multichannel,Buy One Get One,0
10,233.16,1,0,Surburban,0,Web,No Offer,0
8,168.82,1,0,Urban,1,Web,Discount,0
10,393.15,1,0,Surburban,1,Phone,Buy One Get One,0
10,58.54,0,1,Urban,0,Web,Buy One Get One,0
11,761.96,0,1,Surburban,1,Multichannel,Buy One Get One,0
7,316.36,1,0,Urban,0,Web,Buy One Get One,0
4,367.15,1,0,Surburban,0,Web,Buy One Get One,0
3,62.21,0,1,Surburban,0,Web,Discount,0
3,269.78,1,1,Surburban,1,Phone,Buy One Get One,0
1,358.16,0,1,Urban,0,Web,Discount,1
8,477.91,1,1,Surburban,1,Multichannel,Buy One Get One,0
2,146.8,0,1,Urban,1,Web,Discount,0
1,1415.71,1,1,Surburban,1,Phone,Discount,1
8,96.33,0,1,Urban,0,Phone,Discount,0
9,46.44,0,1,Urban,1,Phone,Discount,0
2,138.09,1,0,Surburban,0,Web,No Offer,0
2,29.99,0,1,Surburban,1,Web,Buy One Get One,1
7,40.78,1,0,Surburban,1,Phone,Discount,1
2,848.59,1,1,Urban,1,Web,Discount,1
11,61.76,0,1,Urban,1,Web,Discount,0
4,252.84,1,0,Rural,0,Phone,Discount,0
4,29.99,0,1,Urban,0,Web,No Offer,0
7,58.2,0,1,Urban,0,Phone,Buy One Get One,0
9,29.99,1,0,Surburban,0,Phone,Buy One Get One,0
6,91.25,0,1,Urban,1,Web,Discount,0
1,34.15,1,0,Surburban,0,Phone,Discount,0
8,435.54,1,0,Rural,0,Phone,Buy One Get One,0
1,130.24,1,0,Urban,1,Phone,Discount,1
7,456.0,1,1,Surburban,1,Multichannel,No Offer,0
5,125.26,1,0,Surburban,1,Web,Buy One Get One,1
1,58.04,0,1,Urban,0,Phone,Buy One Get One,0
3,29.99,0,1,Urban,0,Web,Discount,0
3,178.69,1,0,Surburban,1,Web,Buy One Get One,0
4,103.78,0,1,Surburban,1,Web,Buy One Get One,0
5,111.99,0,1,Urban,0,Web,Buy One Get One,0
3,160.58,0,1,Urban,0,Web,No Offer,0
4,29.99,1,0,Rural,1,Web,Discount,0
4,94.55,1,0,Surburban,1,Web,Buy One Get One,0
8,108.83,1,0,Urban,0,Phone,No Offer,0
5,76.06,1,0,Surburban,1,Web,Buy One Get One,0
2,1016.97,1,1,Surburban,1,Multichannel,Discount,1
6,283.57,0,1,Surburban,0,Phone,Buy One Get One,0
9,44.15,0,1,Urban,1,Web,Buy One Get One,0
7,29.99,0,1,Rural,1,Web,No Offer,0
3,58.64,0,1,Surburban,0,Web,Buy One Get One,1
3,55.41,0,1,Urban,1,Phone,No Offer,0
7,395.13,1,0,Rural,0,Multichannel,No Offer,1
11,229.73,0,1,Urban,1,Phone,Discount,0
5,285.26,1,0,Urban,1,Web,No Offer,0
9,352.99,1,0,Urban,1,Phone,No Offer,0
11,29.99,1,0,Urban,1,Phone,Discount,0
1,533.66,1,0,Urban,1,Phone,Buy One Get One,1
8,515.23,0,1,Surburban,1,Multichannel,Discount,0
12,45.44,0,1,Urban,0,Phone,Buy One Get One,0
6,53.76,0,1,Urban,0,Web,Discount,0
1,210.81,0,1,Urban,0,Phone,Buy One Get One,1
10,72.61,1,0,Surburban,0,Web,Discount,0
1,211.61,0,1,Surburban,1,Phone,Buy One Get One,0
1,251.04,0,1,Surburban,1,Multichannel,No Offer,0
4,258.7,0,1,Surburban,0,Phone,Buy One Get One,0
9,34.09,1,0,Urban,0,Phone,No Offer,0
10,116.09,1,0,Urban,1,Phone,No Offer,0
4,219.65,1,1,Surburban,0,Phone,Discount,0
5,277.81,1,1,Surburban,0,Web,Discount,0
1,325.92,1,0,Rural,0,Web,Discount,0
7,406.66,1,0,Urban,0,Multichannel,Discount,0
4,504.74,1,0,Surburban,1,Web,Buy One Get One,0
7,60.57,1,0,Urban,0,Phone,Buy One Get One,0
5,177.46,1,0,Surburban,0,Web,Buy One Get One,0
7,228.47,1,1,Rural,0,Phone,Discount,1
5,60.59,0,1,Surburban,1,Web,Buy One Get One,0
4,67.35,1,0,Urban,1,Web,No Offer,0
8,81.17,1,0,Surburban,0,Web,Buy One Get One,1
8,29.99,1,0,Rural,1,Web,Buy One Get One,0
1,1865.48,1,1,Urban,1,Multichannel,Discount,0
8,99.19,0,1,Urban,1,Phone,No Offer,0
9,168.44,0,1,Surburban,1,Web,Buy One Get One,0
6,621.79,1,0,Rural,1,Web,Discount,0
10,337.02,1,1,Urban,0,Phone,Discount,0
3,462.51,0,1,Surburban,0,Phone,Buy One Get One,0
4,43.61,0,1,Urban,0,Web,No Offer,0
10,118.99,0,1,Rural,1,Web,No Offer,0
7,87.48,0,1,Surburban,0,Web,Buy One Get One,0
7,29.99,1,0,Surburban,0,Phone,Buy One Get One,1
10,71.8,0,1,Rural,1,Web,Discount,0
