state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,metric_used,method_name,year,units_of_measure,event_type,observation_count,observation_percent,completeness_indicator,valid_day_count,required_day_count,exceptional_data_count,null_data_count,certification_indicator,num_obs_below_mdl,arithmetic_mean,arithmetic_standard_dev,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,ninety_nine_percentile,ninety_eight_percentile,ninety_five_percentile,ninety_percentile,seventy_five_percentile,fifty_percentile,ten_percentile,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change
50,7,7,43860,1,44.52839,-72.86884,WGS84,Vinyl chloride,24 HOUR,Observed Values,SS Canister Subambient Pressure - Gas Chromatograph Mass Spectro,2005,Parts per billion Carbon,No Events,55,90,Y,54,61,0,8,Certification not required,0,0.001091,0.005985,0.04,2005-01-22 00:00:00,0.02,2005-09-19 00:00:00,0.0,2005-01-04 00:00:00,0.0,2005-01-10 00:00:00,0.04,0.02,0.0,0.0,0.0,0.0,0.0,PROCTOR MAPLE RESEARCH CTR,58 HARVEY ROAD Underhill Vermont,Vermont,Chittenden,Underhill (Town of),Burlington-South Burlington VT,2014-11-17
06,33,3001,68108,1,39.0327,-122.92229,WGS84,Average Ambient Pressure,24 HOUR,Observed Values,INSTRUMENTAL - BAROMETRIC SENSOR,2009,Millimeters (mercury),No Events,61,100,Y,61,61,0,3,Certification not required,0,724.393443,3.179511,732.0,2009-01-13 00:00:00,731.0,2009-01-19 00:00:00,730.0,2009-01-07 00:00:00,730.0,2009-11-15 00:00:00,732.0,731.0,730.0,728.0,727.0,725.0,721.0,Lakeport-Lakeport Blvd.,905 LAKEPORT BLVD. LAKEPORT,California,Lake,Lakeport,Clearlake CA,2010-03-13
18,163,21,88104,5,38.013248,-87.577856,WGS84,Aluminum PM2.5 LC,24 HOUR,Observed Values,Met One SASS Teflon - Energy dispersive XRF,2012,Micrograms/cubic meter (LC),No Events,57,93,Y,57,61,0,4,Certification not required,0,0.030526,0.036777,0.183,2012-07-08 00:00:00,0.158,2012-07-14 00:00:00,0.112,2012-07-26 00:00:00,0.086,2012-05-21 00:00:00,0.183,0.158,0.112,0.072,0.039,0.018,0.0,Evansville- Buena Vista,Evansville-Buena Vista-1110 W. Buena Vista Rd.,Indiana,Vanderburgh,Evansville,Evansville IN-KY,2016-03-09
06,83,4004,62101,1,34.577057,-120.640986,WGS84,Outdoor Temperature,1 HOUR,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,1986,Degrees Fahrenheit,No Events,5268,60,N,215,365,0,0,Certification not required,0,58.32574,4.231147,78.0,1986-04-04 10:00:00,78.0,1986-04-04 11:00:00,78.0,1986-04-20 10:00:00,78.0,1986-04-20 12:00:00,73.0,70.0,66.0,63.0,60.0,58.0,54.0,Pt. Arguello,POINT ARGUELLO-NE OF SLC VANDENBERG AFB,California,Santa Barbara,Vandenberg Air Force Base,Santa Maria-Santa Barbara CA,2010-04-25
06,25,1003,84128,5,32.79222,-115.56306,WGS84,Lead PM2.5 STP,24 HOUR,Observed Values,LO-VOL-DICHOTOMOUS-SA246B-IN - X-RAY FLUORESCENCE,1995,Micrograms/cubic meter (25 C),No Events,54,96,N,49,56,0,0,Certification not required,0,0.0055,0.005083,0.029,1995-08-01 00:00:00,0.019,1995-10-27 00:00:00,0.013,1995-11-05 00:00:00,0.012,1995-08-13 00:00:00,0.029,0.019,0.013,0.011,0.008,0.004,0.001,El Centro-9th Street,150 9TH ST. EL CENTRO,California,Imperial,El Centro,El Centro CA,2016-02-26
39,113,31,88115,5,39.759533,-84.144201,WGS84,Chlorine PM2.5 LC,24 HOUR,Observed Values,Met One SASS Teflon - Energy Dispersive XRF,2001,Micrograms/cubic meter (LC),No Events,12,92,N,12,13,0,1,Certification not required,0,0.0065,0.008448,0.029,2001-12-21 00:00:00,0.013,2001-11-09 00:00:00,0.012,2001-12-09 00:00:00,0.008,2001-11-21 00:00:00,0.029,0.029,0.029,0.013,0.012,0.005,0.0,ROOF OF WILBUR WRIGHT SCHOOL,1361 HUFFMAN AVE.,Ohio,Montgomery,Dayton,Dayton OH,2016-02-26
36,81,94,88101,1,40.77798,-73.84318,WGS84,PM2.5 - Local Conditions,24 HOUR,Quarterly Means of Daily Means,R & P Model 2025 PM2.5 Sequential w/WINS - GRAVIMETRIC,1999,Micrograms/cubic meter (LC),No Events,31,26,N,31,121,0,32,Certification not required,0,13.087097,8.315918,34.1,1999-11-02 00:00:00,30.7,1999-08-28 00:00:00,30.5,1999-12-05 00:00:00,24.5,1999-11-14 00:00:00,34.1,34.1,30.7,24.5,17.4,10.5,5.1,PS 29,PS29   125-10 23RD AVE,New York,Queens,New York,New York-Newark-Jersey City NY-NJ-PA,2014-06-11
39,61,14,45208,1,39.19433,-84.478974,NAD83,124-Trimethylbenzene,24 HOUR,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2004,Parts per billion Carbon,No Events,20,65,N,20,31,0,11,Certification not required,0,2.17,1.556683,6.5,2004-09-24 00:00:00,3.7,2004-07-02 00:00:00,3.4,2004-12-29 00:00:00,3.3,2004-08-31 00:00:00,6.5,6.5,6.5,3.7,3.2,2.1,0.0,CARTHAGE,SEYMOUR & VINE ST.,Ohio,Hamilton,Cincinnati,Cincinnati OH-KY-IN,2016-03-07
48,139,15,43285,2,32.436944,-97.025,WGS84,2-Methylpentane,24 HOUR,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2007,Parts per billion Carbon,No Events,38,97,N,38,39,0,0,Certification not required,0,11.141053,18.999131,117.84,2007-02-11 00:00:00,31.98,2007-02-17 00:00:00,22.74,2007-02-23 00:00:00,19.44,2007-03-07 00:00:00,117.84,117.84,31.98,19.44,10.02,7.02,1.74,NORTH OF TOWER RD. & WATERWORKS RD. INTERSECTION,4252 WATERWORKS ROAD,Texas,Ellis,Midlothian,Dallas-Fort Worth-Arlington TX,2010-03-07
10,1,3,68108,5,39.155,-75.518056,WGS84,Average Ambient Pressure,24 HOUR,Observed Values,Met One SASS/SuperSASS - Barometric Sensor,2009,Millimeters (mercury),No Events,60,98,Y,60,61,0,1,Certification not required,0,760.75,6.250763,773.0,2009-02-06 00:00:00,772.0,2009-02-24 00:00:00,772.0,2009-05-19 00:00:00,771.0,2009-01-25 00:00:00,773.0,772.0,772.0,771.0,765.0,761.0,753.0,PLATFORM IN FIELD BEHIND DELAWARE FED. CREDIT UNION BLDG,WATER ST. DOVER,Delaware,Kent,Dover,Dover DE,2010-09-03
19,113,37,88154,5,42.00508,-91.6793,WGS84,Selenium PM2.5 LC,24 HOUR,Observed Values,R&P MDL 2300 PM2.5 SEQ SPEC TEF - ENERGY DISPERSIVE XREF,2007,Micrograms/cubic meter (LC),No Events,59,98,Y,59,60,0,1,Certification not required,0,0.000648,0.000765,0.003,2007-12-20 00:00:00,0.00263,2007-06-11 00:00:00,0.00237,2007-03-13 00:00:00,0.0021,2007-07-23 00:00:00,0.003,0.00263,0.00237,0.00167,0.001,0.00056,0.0,ARMY RESERVE CENTER ROOF- CORE MONITORING SITE,1599 WENIG RD NE,Iowa,Linn,Cedar Rapids,Cedar Rapids IA,2016-02-26
36,61,134,88128,5,40.71436,-73.99518,WGS84,Lead PM2.5 LC,24 HOUR,Observed Values,Met One SASS Teflon - Energy Dispersive XRF,2012,Micrograms/cubic meter (LC),No Events,105,86,Y,105,122,0,10,Certification not required,0,0.001901,0.002156,0.0113,2012-03-25 00:00:00,0.0075,2012-02-06 00:00:00,0.007,2012-10-06 00:00:00,0.007,2012-12-08 00:00:00,0.0075,0.007,0.006,0.005,0.003,0.001,0.0,DIVISION STREET,40 DIVISION STREET PS 124,New York,New York,New York,New York-Newark-Jersey City NY-NJ-PA,2015-07-21
06,71,1004,43238,2,34.10374,-117.62914,WGS84,n-Decane,24 HOUR,Observed Values,6L PRESSURIZED CANISTER - DUAL FID - PAMS,1994,Parts per billion Carbon,No Events,31,8,N,31,365,0,0,Certification not required,0,1.458065,0.650525,4.2,1994-08-24 00:00:00,2.3,1994-07-07 00:00:00,2.1,1994-09-29 00:00:00,2.0,1994-09-17 00:00:00,4.2,4.2,2.3,2.0,1.8,1.2,1.0,Upland,1350 SAN BERNARDINO RD. UPLAND,California,San Bernardino,Upland,Riverside-San Bernardino-Ontario CA,2010-03-04
48,453,1068,42601,1,30.35386,-97.69166,WGS84,Nitric oxide (NO),1 HOUR,Observed Values,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,2017,Parts per billion,No Events,1371,16,N,58,365,0,45,Certification not required,0,12.266667,17.332344,175.1,2017-02-08 01:00:00,159.2,2017-02-07 21:00:00,157.6,2017-02-08 00:00:00,156.2,2017-02-07 23:00:00,85.3,61.2,39.0,28.9,16.6,8.1,0.0,Austin North Interstate 35,8912 N IH 35 SVRD SB,Texas,Travis,Austin,Austin-Round Rock TX,2017-05-10
17,115,13,88118,5,39.866834,-88.925594,WGS84,Cesium PM2.5 LC,24 HOUR,Observed Values,Met One SASS Teflon - Energy Dispersive XRF,2006,Micrograms/cubic meter (LC),No Events,60,98,Y,59,61,0,1,Certified,0,0.000383,0.001878,0.014,2006-01-17 00:00:00,0.003,2006-03-18 00:00:00,0.002,2006-03-24 00:00:00,0.002,2006-07-22 00:00:00,0.014,0.003,0.002,0.0,0.0,0.0,0.0,IEPA TRAILER,2200 N. 22ND,Illinois,Macon,Decatur,Decatur IL,2016-03-21
48,355,29,43249,1,27.807544,-97.419258,WGS84,3-Methylhexane,24 HOUR,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2002,Parts per billion Carbon,No Events,51,84,N,50,61,0,0,Certification not required,0,1.909216,3.191739,12.11,2002-12-28 00:00:00,11.27,2002-03-21 00:00:00,10.85,2002-09-17 00:00:00,9.24,2002-11-04 00:00:00,12.11,11.27,10.85,6.23,1.68,0.35,0.04,Corpus Christi Hillcrest,1802 Nueces Bay Blvd (Citgo Refinery Co),Texas,Nueces,Corpus Christi,Corpus Christi TX,2016-03-07
39,35,38,43817,1,41.477011,-81.682383,NAD83,Tetrachloroethylene,24 HOUR,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2010,Parts per billion Carbon,No Events,15,50,N,15,30,0,0,Certification not required,0,0.0,0.0,0.0,2010-01-20 00:00:00,0.0,2010-02-01 00:00:00,0.0,2010-02-13 00:00:00,0.0,2010-04-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST. THEODO,2547 ST TIKHON,Ohio,Cuyahoga,Cleveland,Cleveland-Elyria OH,2012-10-15
01,113,1,68101,1,32.472136,-85.005028,NAD83,Sample Flow Rate- CV,24 HOUR,Observed Values,R & P Model 2025 PM2.5 Sequent - Calculation,2011,Percent,No Events,118,98,Y,118,121,0,0,Certification not required,0,0.023729,0.068784,0.3,2011-01-21 00:00:00,0.3,2011-07-14 00:00:00,0.3,2011-10-21 00:00:00,0.3,2011-11-05 00:00:00,0.3,0.3,0.2,0.1,0.0,0.0,0.0,PHENIX CITY,1319 9th Avenue Phenix City AL 36837,Alabama,Russell,Phenix City,Columbus GA-AL,2016-03-12
13,89,3001,43204,1,33.845741,-84.213398,WGS84,Propane,1 HOUR,Observed Values,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,2004,Parts per billion Carbon,No Events,1489,17,N,61,366,0,719,Certified,0,4.314184,3.598638,36.19,2004-06-04 04:00:00,36.02,2004-06-04 05:00:00,35.4,2004-08-05 06:00:00,32.35,2004-08-05 05:00:00,18.09,15.54,10.61,8.35,5.23,3.27,1.57,Tucker-Idlewood Road,2088 Idlewood Road Tucker Georgia 30084,Georgia,DeKalb,Tucker,Atlanta-Sandy Springs-Roswell GA,2010-03-06
26,163,1,16766,1,42.22862,-83.2082,WGS84,Benzyl alcohol  (TSP) STP,24 HOUR,Observed Values,Hi Vol/XAD-2 - GC/MS,2001,Nanograms/cubic meter (25 C),No Events,20,47,N,20,43,0,1,Certification not required,0,0.0,0.0,0.0,2001-04-19 00:00:00,0.0,2001-05-01 00:00:00,0.0,2001-05-13 00:00:00,0.0,2001-05-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allen Park,14700 GODDARD,Michigan,Wayne,Allen Park,Detroit-Warren-Dearborn MI,2016-02-29
48,39,1003,43242,1,29.010841,-95.397744,WGS84,Cyclopentane,24 HOUR,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2003,Parts per billion Carbon,No Events,50,82,N,49,61,0,0,Certification not required,0,0.0388,0.059407,0.45,2003-12-11 00:00:00,0.05,2003-04-27 00:00:00,0.03,2003-01-03 00:00:00,0.03,2003-01-15 00:00:00,0.45,0.45,0.03,0.03,0.03,0.03,0.03,Clute,426 Commerce Street,Texas,Brazoria,Clute (corporate name for Clute City),Houston-The Woodlands-Sugar Land TX,2016-03-04
44,7,26,43226,2,41.874668,-71.379971,NAD83,trans-2-Pentene,24 HOUR,Observed Values,INSTRUMENTAL - ENTECH 2000 W/ MS/FID,2001,Parts per billion Carbon,No Events,37,97,N,37,38,0,1,Certification not required,0,0.354054,0.314108,1.9,2001-11-15 00:00:00,0.8,2001-10-22 00:00:00,0.7,2001-12-03 00:00:00,0.6,2001-10-16 00:00:00,1.9,1.9,0.8,0.6,0.4,0.3,0.1,Vernon St Pawtucket,VERNON STREET TRAILER,Rhode Island,Providence,Pawtucket,Providence-Warwick RI-MA,2016-03-04
39,61,14,43832,1,39.19433,-84.478974,NAD83,Dibromochloromethane,24 HOUR,Observed Values,SS 6L - PRESSURIZED CANISTER - CRYOGENIC PRECON:GC/MS,2015,Parts per billion Carbon,No Events,30,100,Y,30,30,0,0,Certification not required,0,0.0,0.0,0.0,2015-01-06 00:00:00,0.0,2015-01-18 00:00:00,0.0,2015-01-30 00:00:00,0.0,2015-02-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CARTHAGE,SEYMOUR & VINE ST.,Ohio,Hamilton,Cincinnati,Cincinnati OH-KY-IN,2016-03-03
13,215,11,88101,1,32.42905,-84.9316,WGS84,PM2.5 - Local Conditions,24 HOUR,Quarterly Means of Daily Means,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC,2007,Micrograms/cubic meter (LC),Events Excluded,106,89,Y,108,121,0,14,Certification not required,0,14.179245,7.012583,38.1,2007-03-07 00:00:00,36.6,2007-08-07 00:00:00,32.3,2007-03-25 00:00:00,31.6,2007-01-27 00:00:00,36.6,32.3,28.8,22.8,17.5,12.5,6.8,Columbus-Cusseta Road Elementary,Cusseta Road Elementary School.4150 Cusseta Road Columbus Georgia 31903,Georgia,Muscogee,Columbus (Remainder),Columbus GA-AL,2015-04-01
23,1,11,68101,3,44.089406,-70.214219,WGS84,Sample Flow Rate- CV,24 HOUR,Observed Values,R - P Co Partisol Model 2000 - Calculation,2004,Percent,No Events,60,98,Y,60,61,0,1,Certification not required,0,0.128333,0.1043,0.4,2004-04-27 00:00:00,0.4,2004-08-25 00:00:00,0.4,2004-10-06 00:00:00,0.3,2004-09-06 00:00:00,0.4,0.4,0.4,0.2,0.2,0.1,0.0,COUNTRY KITCHEN BAKERY PARKING LOT,Lewiston Country Kitchen Bakery Lot & CANAL ST,Maine,Androscoggin,Lewiston,Lewiston-Auburn ME,2016-03-12
42,3,64,88184,6,40.323768,-79.868062,WGS84,Sodium PM2.5 LC,24 HOUR,Observed Values,Met One SASS Teflon - Energy Dispersive XRF,2006,Micrograms/cubic meter (LC),No Events,59,97,Y,59,61,0,2,Certification not required,0,0.054949,0.079775,0.36,2006-10-08 00:00:00,0.343,2006-07-16 00:00:00,0.229,2006-08-27 00:00:00,0.207,2006-01-17 00:00:00,0.36,0.343,0.229,0.168,0.075,0.022,0.0,Liberty,2743 Washington Blvd McKeesport PA 15133 (Liberty),Pennsylvania,Allegheny,Liberty,Pittsburgh PA,2016-03-22
25,13,8,42601,1,42.19438,-72.555112,WGS84,Nitric oxide (NO),1 HOUR,Observed Values,INSTRUMENTAL - CHEMILUMINESCENCE,1999,Parts per billion,No Events,5535,63,N,234,365,0,297,Certification not required,0,5.334237,14.482631,177.0,1999-01-06 10:00:00,165.0,1999-01-27 08:00:00,163.0,1999-02-01 10:00:00,149.0,1999-01-06 09:00:00,76.0,57.0,31.0,13.0,3.0,1.0,0.0,WESTOVER AFB,ANDERSON RD AFB,Massachusetts,Hampden,Chicopee,Springfield MA,2011-01-17
36,71,5001,62201,1,41.52375,-74.21534,WGS84,Relative Humidity,1 HOUR,Observed Values,INSTRUMENTAL - HYGROTHERMOGRAPH ELEC OR MACH AVG,2009,Percent relative humidity,No Events,6175,70,N,255,365,0,2563,Certification not required,0,70.090688,18.891946,95.0,2009-09-09 17:00:00,95.0,2009-09-10 05:00:00,95.0,2009-09-10 06:00:00,94.0,2009-05-04 05:00:00,93.0,93.0,92.0,91.0,88.0,74.0,43.0,VALLEY CENTRAL HIGH SCHOOL,1175 ROUTE 17K MONTGOMERY Valley Central HS,New York,Orange,Montgomery,New York-Newark-Jersey City NY-NJ-PA,2010-03-13
37,81,13,88101,1,36.109167,-79.801111,WGS84,PM2.5 - Local Conditions,24 HOUR,Quarterly Means of Daily Means,R & P Model 2025 PM2.5 Sequential w/WINS - GRAVIMETRIC,2011,Micrograms/cubic meter (LC),No Events,90,96,Y,87,91,0,11,Certification not required,0,9.057778,4.38001,26.0,2011-05-12 00:00:00,21.1,2011-01-01 00:00:00,19.3,2011-06-08 00:00:00,17.3,2011-07-20 00:00:00,26.0,21.1,17.0,15.4,11.3,9.0,4.1,Mendenhall School,205 WILOUGHBY BLVD,North Carolina,Guilford,Greensboro,Greensboro-High Point NC,2014-06-07
42,45,109,88381,5,39.818715,-75.413973,WGS84,EC PM2.5 LC TOT,24 HOUR,Observed Values,URG 3000N w/Pall Quartz filter and Cyclone Inlet - EC1+EC2+EC3-(OP(TOT))=(88329+88330+88331-88379),2015,Micrograms/cubic meter (LC),No Events,6,86,N,6,7,0,0,Certification not required,0,0.494333,0.206021,0.756,2015-12-14 00:00:00,0.621,2015-11-26 00:00:00,0.574,2015-12-08 00:00:00,0.513,2015-12-02 00:00:00,0.756,0.756,0.756,0.756,0.621,0.574,0.215,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,MARCUS HOOK ELEMENTARY SCHOOL,Pennsylvania,Delaware,Marcus Hook,Philadelphia-Camden-Wilmington PA-NJ-DE-MD,2016-08-22
21,139,4,43818,6,37.07151,-88.33389,WGS84,1122-Tetrachloroethane,24 HOUR,Observed Values,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,2014,Parts per billion Carbon,No Events,60,98,Y,59,61,0,1,Certification not required,0,0.002667,0.006069,0.02,2014-04-11 00:00:00,0.02,2014-06-22 00:00:00,0.02,2014-08-09 00:00:00,0.02,2014-08-21 00:00:00,0.02,0.02,0.02,0.01,0.0,0.0,0.0,BLOODWORTH,763 BLOODWORTH ROAD,Kentucky,Livingston,Smithland,Paducah KY-IL,2015-03-17
17,119,3007,68109,1,38.860669,-90.105851,WGS84,Elapsed Sample Time,24 HOUR,Observed Values,Anderson RAAS2.5-300 PM2.5 Seq - Calculation,2008,Minutes,No Events,117,100,Y,61,61,0,0,Certified,0,1439.333333,2.224472,1440.0,2008-01-01 00:00:00,1440.0,2008-01-04 00:00:00,1440.0,2008-01-07 00:00:00,1440.0,2008-01-10 00:00:00,1440.0,1440.0,1440.0,1440.0,1440.0,1440.0,1439.0,WATER PLANT,54 N. WALCOTT,Illinois,Madison,Wood River,St. Louis MO-IL,2010-03-07
48,201,58,43248,1,29.770698,-95.031232,WGS84,Cyclohexane,24 HOUR,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2009,Parts per billion Carbon,No Events,60,98,Y,59,61,0,0,Certification not required,0,1.615,2.2025,15.3,2009-08-23 00:00:00,7.5,2009-03-26 00:00:00,3.72,2009-07-18 00:00:00,3.54,2009-04-19 00:00:00,15.3,7.5,3.72,3.18,1.98,1.14,0.0,Baytown,7210 1/2 Bayway Drive,Texas,Harris,Baytown,Houston-The Woodlands-Sugar Land TX,2016-03-07
27,37,423,42601,1,44.77553,-93.06299,WGS84,Nitric oxide (NO),1 HOUR,Observed Values,INSTRUMENTAL - CHEMILUMINESCENCE,2005,Parts per billion,No Events,8386,96,Y,352,365,0,374,Certification not required,0,1.323158,4.480052,68.0,2005-10-20 09:00:00,67.0,2005-10-10 08:00:00,60.0,2005-12-07 13:00:00,56.0,2005-10-25 09:00:00,23.0,16.0,7.0,3.0,1.0,0.0,0.0,FHR 423,2142 120TH STREET EAST,Minnesota,Dakota,Inver Grove Heights (RR name Inver Grove),Minneapolis-St. Paul-Bloomington MN-WI,2011-01-16
06,29,14,84112,6,35.356092,-119.041209,WGS84,Chromium PM2.5 STP,24 HOUR,Observed Values,LO-VOL-DICHOTOMOUS-SA246B-IN - X-RAY FLUORESCENCE,1998,Micrograms/cubic meter (25 C),No Events,63,100,Y,49,61,0,4,Certification not required,0,0.001016,0.000126,0.002,1998-12-28 00:00:00,0.001,1998-01-08 00:00:00,0.001,1998-01-17 00:00:00,0.001,1998-01-20 00:00:00,0.002,0.001,0.001,0.001,0.001,0.001,0.001,Bakersfield-California,5558 California Ave. Bakersfield CA 93309,California,Kern,Bakersfield,Bakersfield CA,2016-02-26
51,770,14,88186,5,37.256248,-79.98476,WGS84,Tungsten PM2.5 LC,24 HOUR,Observed Values,Met One SASS Teflon - Energy Dispersive XRF,2003,Micrograms/cubic meter (LC),No Events,61,100,Y,61,61,0,0,Certification not required,0,0.002407,0.003892,0.016,2003-12-29 00:00:00,0.013,2003-11-05 00:00:00,0.0115,2003-05-21 00:00:00,0.01,2003-04-09 00:00:00,0.016,0.013,0.01,0.008,0.004,0.0,0.0,ROOF OF RALEIGH COURT LIBRARY,RALEIGH COURT LIBRARY GRANDIN ROAD,Virginia,Roanoke City,Roanoke,Roanoke VA,2016-03-23
04,13,19,68106,2,33.48385,-112.14257,WGS84,Sample Min Baro Pressure,24 HOUR,Observed Values,R & P Model 2025 PM-2.5 FEM Sequential AIr Sampler - Barometric Sensor,2004,Millimeters (mercury),No Events,121,99,Y,118,122,0,1,Certification not required,0,727.280992,3.240944,737.0,2004-02-06 00:00:00,737.0,2004-12-17 00:00:00,736.0,2004-12-14 00:00:00,735.0,2004-11-02 00:00:00,737.0,736.0,734.0,732.0,729.0,727.0,724.0,WEST PHOENIX,3847 W EARLL DR-WEST PHOENIX STATION,Arizona,Maricopa,Phoenix,Phoenix-Mesa-Scottsdale AZ,2010-03-06
04,13,9706,44201,1,33.71881,-111.67183,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Daily maximum of 8 hour running average of observed hourly values,Multiple Methods Used,2004,Parts per million,No Events,4360,84,Y,179,214,0,0,Certified,0,0.057078,0.009905,0.083,2004-05-15 11:00:00,0.077,2004-05-13 12:00:00,0.077,2004-05-14 11:00:00,0.074,2004-06-12 11:00:00,0.077,0.074,0.073,0.069,0.065,0.058,0.044,RIO VERDE,25608 N FOREST RD.RIO VERDEAZ,Arizona,Maricopa,Rio Verde,Phoenix-Mesa-Scottsdale AZ,2016-08-03
36,29,1013,45504,2,42.98844,-78.91859,WGS84,Tolualdehydes,24 HOUR,Observed Values,SILICA-DNPH-CART-KI O3 SCRUB - HPLC ULTRAVIOLET ABSORPTION,2014,Parts per billion Carbon,No Events,58,95,Y,58,61,0,3,Certification not required,0,0.008103,0.026719,0.1,2014-02-10 00:00:00,0.1,2014-04-11 00:00:00,0.1,2014-04-23 00:00:00,0.09,2014-06-22 00:00:00,0.1,0.1,0.1,0.0,0.0,0.0,0.0,GRAND ISLE BOULDVARD,520 GRAND ISLAND BLVD,New York,Erie,Tonawanda,Buffalo-Cheektowaga-Niagara Falls NY,2016-03-08
06,73,1008,43248,2,33.217025,-117.396158,WGS84,Cyclohexane,24 HOUR,Observed Values,SS CANISTER PRESSURIZED - CRYOGENIC PRECONCENTRATION GC/FID,2011,Parts per billion Carbon,No Events,39,64,N,39,61,0,3,Certification not required,0,0.271795,0.218787,1.2,2011-11-29 00:00:00,0.7,2011-01-15 00:00:00,0.6,2011-12-29 00:00:00,0.5,2011-01-21 00:00:00,1.2,1.2,0.7,0.5,0.4,0.2,0.1,Camp Pendleton,21441-W B STREET,California,San Diego,Camp Pendleton South,San Diego-Carlsbad CA,2012-08-14
24,510,54,44201,1,39.328807,-76.553075,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Daily maximum of 8 hour running average of observed hourly values,Multiple Methods Used,2016,Parts per million,Concurred Events Excluded,5074,98,Y,210,214,0,0,Requested but not yet concurred,0,0.046038,0.012913,0.088,2016-07-27 14:00:00,0.078,2016-05-26 11:00:00,0.076,2016-09-23 12:00:00,0.075,2016-05-25 10:00:00,0.076,0.074,0.066,0.064,0.056,0.046,0.03,Furley,Furley E.S. Recreational Center 4633 Furley Avenue.,Maryland,Baltimore (City),Baltimore,Baltimore-Columbia-Towson MD,2017-03-01
04,21,8001,45210,8,33.293465,-111.285594,WGS84,Isopropylbenzene,24 HOUR,Observed Values,SS CANISTER PRESSURIZED - CRYOGENIC PRECONCENTRATION GC/FID,2009,Parts per billion Carbon,No Events,15,25,N,15,61,0,0,Certification not required,0,0.016667,0.034572,0.09,2009-06-24 00:00:00,0.08,2009-06-06 00:00:00,0.08,2009-07-24 00:00:00,0.0,2009-06-12 00:00:00,0.09,0.09,0.09,0.08,0.0,0.0,0.0,QUEEN VALLEY,10 S QUEEN ANN  QUEEN VALLEY,Arizona,Pinal,Queen Valley,Phoenix-Mesa-Scottsdale AZ,2012-11-16
20,173,9,12166,1,37.651114,-97.362212,WGS84,Silver (TSP) STP,24 HOUR,Observed Values,HI-VOL - EMISSION SPECTRA ICAP,1995,Micrograms/cubic meter (25 C),No Events,59,97,Y,58,61,0,0,Certification not required,0,3.4e-05,0.00026,0.002,1995-06-08 00:00:00,0.0,1995-01-03 00:00:00,0.0,1995-01-09 00:00:00,0.0,1995-01-15 00:00:00,0.002,0.0,0.0,0.0,0.0,0.0,0.0,PAWNEE & GLENN,FIRE STA#12  GLEN & PAWNEE,Kansas,Sedgwick,Wichita,Wichita KS,2016-04-01
25,25,42,44201,1,42.3295,-71.0826,WGS84,Ozone,1 HOUR,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET ABSORPTION,2008,Parts per million,No Events,8525,99,Y,182,183,0,259,Certification not required,0,0.042527,0.012862,0.081,2008-06-14 13:00:00,0.079,2008-06-10 11:00:00,0.078,2008-07-08 19:00:00,0.074,2008-08-18 19:00:00,0.079,0.074,0.066,0.059,0.051,0.042,0.034,DUDLEY SQUARE ROXBURY,HARRISON AVE,Massachusetts,Suffolk,Boston,Boston-Cambridge-Newton MA-NH,2016-08-02
34,1,6,62202,1,39.464872,-74.448736,WGS84,Relative Humidity Factor,24 HOUR,Observed Values,INSTRUMENTAL- - COMPUTED(INDIRECT),1999,Percent relative humidity,No Events,101,100,Y,59,60,0,0,Certification not required,0,2.978119,0.256841,3.37,1999-08-04 00:00:00,3.37,1999-08-07 00:00:00,3.37,1999-08-11 00:00:00,3.37,1999-08-14 00:00:00,3.37,3.37,3.37,3.37,3.24,2.92,2.64,Brigantine,Edwin B. Forsythe National Wildlife Refuge Visitor Center Great Creek Road,New Jersey,Atlantic,Galloway (Township of),Atlantic City-Hammonton NJ,2010-03-04
