id,cause_of_death,region_origin,dead,incident_region,date,source,reliability,lat,lon
30179,Landmine,South America,1.0,South America,06/02/2016,Fox News,Partially Verified,-1.035485418,-74.28613281
30180,Drowning,MENA,27.0,Mediterranean,07/02/2016,"The Guardian, BBC",Partially Verified,39.11524487,26.63085859
30181,"Hypothermia, Malnutrition",MENA,1.0,Middle East ,07/02/2016,Hurriyet Daily News,Partially Verified,36.20654691,36.15721892
30182,"Exposure, hypothermia",South Asia,1.0,Middle East ,27/01/2016,Daily Sabah,Partially Verified,39.9086069,41.27693661
30183,Vehicle accident,South Asia,20.0,Middle East ,17/10/2015,Various media,Partially Verified,35.19929345,51.02050602
30577,Drowning,Sub-Saharan Africa,8.0,North Africa,01/02/2016,Canarias7,Partially Verified,25.82230759,-16.7523272
30977,Drowning,South Asia,1.0,Europe,09/02/2016,Prefecture of Calais,Partially Verified,50.96865793,1.843807254
31377,Exposure,South Asia,1.0,Mediterranean,16/02/2016,Greek Reporter,Partially Verified,38.37795832,26.13782053
32977,Asphyxiation,Sub-Saharan Africa,5.0,Mediterranean,22/02/2016,IOM Italy,Partially Verified,36.61916099,11.58677696
33377,mixed,Central America & Mexico,11.0,U.S./Mexico Border,08/02/2016,Webb County Office of the Medical Examiner,Verified,27.6669572,-99.33364641
34178,Drowning,Central America,1.0,U.S./Mexico Border,29/02/2016,La Prensa Grafica,Partially Verified,26.07213381,-98.24424932
34977,Drowning,Middle East/ South Asia,25.0,Mediterranean,05/03/2016,"AP, BBC",Partially Verified,37.33687403,27.18363072
35377,Respiratory problem,Middle East/ South Asia,1.0,Mediterranean,01/03/2016,IOM Greece,Verified,39.10584994,26.5559899
35777,Drowning,Sub-Saharan Africa,1.0,Mediterranean,01/01/2016,El Mundo,Partially Verified,35.9160199,-5.372550043
35778,Drowning,MENA,5.0,Mediterranean,09/03/2016,Hurriyet Daily News,Partially Verified,39.47119891,26.33448846
36178,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,24/02/2016,Via Libre,Partially Verified,26.31514992,-98.74367868
36577,Fell from train,MENA,1.0,Europe,10/03/2016,Reuters,Partially Verified,48.11159948,11.72773924
36578,Drowning,MENA,3.0,Europe,13/03/2016,Reuters,Partially Verified,41.14084733,22.52927579
36977,Drowning,Sub-Saharan Africa,1.0,Mediterranean,11/03/2016,Asociación Pro Derechos Humanos de Andalucía (APDHA),Partially Verified,35.27831382,-2.935604826
38177,Drowning,Central America,1.0,U.S./Mexico Border,13/03/2016,La Voz de la Frontera,Partially Verified,32.7053266,-115.0585765
38577,Boat fire,Sub-Saharan Africa,4.0,Mediterranean,16/03/2016,Xinhua,Partially Verified,33.17343885,12.51778736
38580,Unknown (bodies recovered on boat),MENA,2.0,Mediterranean,19/03/2016,IOM Greece,Partially Verified,36.16203485,29.50249866
38581,Unknown (bodies recovered on boat),MENA,2.0,Mediterranean,19/03/2016,IOM Greece,Verified,39.35050891,26.35608443
38977,Drowning,Sub-Saharan Africa,3.0,Mediterranean,03/01/2016,Yabiladi,Partially Verified,35.87004215,-5.34323058
38978,Shot,Caribbean,1.0,Caribbean,20/01/2016,Avance 24 en Linea,Partially Verified,18.04760089,-68.2062665
39377,Unknown (bodies recovered on boat),Caribbean,9.0,Caribbean,18/03/2016,The Star,Partially Verified,25.96642069,-84.10941029
39778,Unknown (bodies found decomposed),MENA,2.0,Europe,22/03/2016,AFP,Partially Verified,41.98332779,27.53332919
40177,Lung infection,Horn of Africa,1.0,Mediterranean,20/03/2016,La Nuova,Partially Verified,39.2201937,9.112145016
40977,Drowning,Mixed,4.0,Mediterranean,29/03/2016,"Reuters, IOM Italy",Verified,32.81628911,12.49428273
40978,Hit by Vehicle,South Asia,1.0,Europe,30/03/2016,La Informacion,Verified,50.93484784,1.865339618
41378,Drowning,Sub-Saharan Africa,3.0,Sub-Saharan Africa,01/03/2016,L'Info,Verified,-12.61437149,45.00325963
41379,Train accident,Central America,1.0,Central America incl. Mexico,13/03/2016,Desaparecidos y sin reclamar en la frontera,Verified,16.71374566,-92.9880395
42177,Fell from train,Central America & Mexico,1.0,Central America incl. Mexico,13/12/2015,SDP Noticias,Partially Verified,19.70496773,-98.83454619
42180,Truck crash (was clinging to bottom of truck),Middle East,1.0,Europe,31/03/2016,The Guardian,Partially Verified,51.83332722,-1.24999564
43377,Drowning,Central America,1.0,U.S./Mexico Border,07/03/2016,Valley Central,Partially Verified,26.07942992,-98.25218739
43777,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,25/03/2016,Valley Central,Partially Verified,26.09120359,-98.26637938
44177,Drowning,Central America,1.0,U.S./Mexico Border,04/04/2016,Expreso.press,Partially Verified,27.47584794,-99.4822801
44577,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,20/10/2015,Zocalo Saltillo,Partially Verified,27.48002159,-99.47940771
44580,Drowning,Horn of Africa,20.0,Horn of Africa,28/02/2016,UNHCR,Verified,12.92413692,43.17494672
44581,Drowning,Horn of Africa,4.0,Horn of Africa,29/02/2016,UNHCR,Verified,12.69916871,43.3617143
44582,Hit by vehicle,Central America & Mexico,1.0,Central America incl. Mexico,19/04/2015,AM León (Mexico),Partially Verified,20.53857306,-101.4555325
44583,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,20/10/2015,Zocalo Saltillo,Partially Verified,27.49129071,-99.49022237
44584,drowning,Central America,1.0,U.S./Mexico Border,28/07/2015,La Jornada,Partially Verified,27.46370142,-99.48592791
44585,Drowning,Central America,1.0,U.S./Mexico Border,13/08/2015,El Manana,Partially Verified,31.31935949,-110.3098935
44586,drowning,Central America,2.0,U.S./Mexico Border,27/11/2015,Codigo San Luis,Partially Verified,26.10474817,-98.28880787
44587,Mixed,Central America & Mexico,145.0,U.S./Mexico Border,30/12/2015,County sheriffs and medical examiners,Verified,31.2504392,-99.25060627
44588,Mixed,Central America & Mexico,139.0,U.S./Mexico Border,30/12/2015,Pima County Office of the Medical Examiner,Verified,34.50029832,-111.5009762
44589,Mixed,Central America & Mexico,10.0,U.S./Mexico Border,30/12/2015,Imperial County sheriff,Verified,33.03337899,-115.4174782
44978,drowning,Central America,1.0,U.S./Mexico Border,17/10/2015,La Jornada,Partially Verified,27.46910851,-99.48318133
44979,drowning,South America,1.0,U.S./Mexico Border,19/11/2015,@HS_Barboza,Partially Verified,29.33739146,-100.9412275
44980,drowning,Central America,1.0,U.S./Mexico Border,23/12/2015,Noticias de Honduras,Partially Verified,27.4999466,-99.50051912
45377,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,18/02/2016,La Tarde,Partially Verified,26.40391927,-99.01896683
45378,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,19/03/2016,KrisTV,Partially Verified,26.17526523,-98.36396153
45778,Hypothermia,Central America & Mexico,1.0,U.S./Mexico Border,28/01/2016,Radio Zocalo,Partially Verified,28.72143262,-100.5076988
46577,Hit by truck,South Asia,1.0,Europe,13/10/2015,Daily Mail,Verified,51.299076,0.516879735
46977,Hit by train,Central America,1.0,Central America incl. Mexico,12/03/2016,Twitter and Chanel 6,Partially Verified,19.4133261,-98.14357851
47777,Fell from train,Central America,1.0,Central America incl. Mexico,10/01/2016,NOAT Agencia de Noticias,Partially Verified,18.12580339,-94.49065826
47778,Hit by train,Central America,1.0,Central America incl. Mexico,08/04/2016,El Informante de Veracruz,Partially Verified,18.83233028,-97.12931857
48178,Car accident,Central America,1.0,U.S./Mexico Border,08/04/2016,El Bravo,Partially Verified,32.72531833,-114.6243965
48577,Shot,Central America,1.0,Central America incl. Mexico,08/04/2016,Prensa Libre,Partially Verified,14.78041763,-91.27819372
48978,Hyperthermia,Central America & Mexico,1.0,Central America incl. Mexico,08/01/2016,El Heroico,Partially Verified,17.2666656,-90.99999891
48979,Unknown (found dead near train tracks),Central America,1.0,Central America incl. Mexico,18/03/2016,Telediario,Partially Verified,21.06534074,-101.6334381
49377,Drowning,MENA,1.0,Mediterranean,14/04/2016,Daily Star,Partially Verified,38.45484192,27.05853886
49777,Hit by vehicle,Central America & Mexico,1.0,U.S./Mexico Border,18/03/2016,"South Austin Patch, Guanajuato Informa",Partially Verified,30.25210496,-97.7358722
50577,"AH1N1 influenza virus, while stuck at border",Caribbean,1.0,Central America incl. Mexico,03/01/2016,AFP,Partially Verified,9.370277058,-82.91137395
50978,Drowning,Central America & Mexico,1.0,Central America incl. Mexico,13/10/2015,102Nueve,Partially Verified,26.10209127,-98.30425898
51377,Hit by train,Central America,1.0,Central America incl. Mexico,09/09/2015,LMTenEspañol,Partially Verified,27.46166501,-99.69148329
51778,Drowning,Mixed,8.0,Mediterranean,16/04/2016,IOM Rome,Partially Verified,35.57684837,12.81494549
52177,Unknown (found dead near train tracks),Central America & Mexico,1.0,Central America incl. Mexico,13/02/2016,Central Noticias,Partially Verified,17.9979362,-94.63541982
52179,Unknown (found dead near train tracks),Central America,1.0,Central America incl. Mexico,20/03/2016,TV Noticias La Pacoyan,Partially Verified,19.04581672,-96.42113586
52181,Drowning,Caribbean,2.0,Central America incl. Mexico,31/08/2014,Notitarde,Partially Verified,21.89736409,-88.38476402
52578,Mixed,Central America & Mexico,147.0,U.S./Mexico Border,29/12/2014,US Border Patrol,Verified,29.74673786,-101.4090141
53377,Drowning,Mixed,12.0,Mediterranean,25/03/2016,Ultime Notizie,Partially Verified,32.78153382,13.86480596
53777,Murdered,Middle East/ South Asia,13.0,North Africa,26/04/2016,IOM Libya,Verified,31.75661729,13.99421962
54177,Drowning,Central America,1.0,U.S./Mexico Border,23/04/2016,La Tarde,Partially Verified,26.09999596,-98.28074982
54578,Drowning,Sub-Saharan Africa,2.0,Mediterranean,28/04/2016,International Business Times,Partially Verified,33.94251763,13.610425
54978,Drowning,Sub-Saharan Africa,5.0,Sub-Saharan Africa,30/04/2016,"IOM Madagascar, LINFO.re",Partially Verified,-13.06887851,45.66105071
54979,Drowning,Central America,1.0,U.S./Mexico Border,02/05/2016,Reporte Zocalo,Partially Verified,28.71425559,-100.5079314
54981,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,02/05/2016,El Manana,Partially Verified,26.08258918,-98.2595841
55377,Drowning,Central America,1.0,U.S./Mexico Border,28/04/2016,LaTarde,Partially Verified,25.88332897,-97.49759286
55379,Heart Attack,Central America,1.0,Central America incl. Mexico,10/12/2015,Milenio,Partially Verified,25.51060277,-103.4603603
56177,gang violence (body dismembered),Central America & Mexico,1.0,U.S./Mexico Border,09/08/2015,UnoTV,Partially Verified,28.72335995,-100.56696
56178,Shot,MENA,1.0,Middle East ,19/03/2016,Human Rights Watch,Partially Verified,35.83599292,36.16940198
56179,Beat-up and killed,Middle East,1.0,Middle East ,27/03/2016,Human Rights Watch,Partially Verified,35.83905449,36.17386517
56577,Hit by vehicle,South Asia,1.0,Europe,08/05/2016,AP,Partially Verified,50.9321361,1.895555357
56977,Shot,MENA,1.0,Middle East ,13/04/2016,Human Rights Watch,Partially Verified,35.86604691,36.18176159
56978,Shot,MENA,2.0,Middle East ,16/04/2016,Human Rights Watch,Partially Verified,35.88718919,36.17764172
57377,Vehicle accident,Central America & Mexico,4.0,Central America incl. Mexico,04/07/2015,El Universal,Partially Verified,16.35781146,-94.75846827
57779,"Exposure, Hypothermia",Central America & Mexico,1.0,U.S./Mexico Border,08/01/2016,Pima County Office of the Medical Examiner,Verified,32.15383063,-111.2350326
57781,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,24/01/2016,Pima County Office of the Medical Examiner,Verified,31.8769,-111.78898
57782,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,25/01/2016,Pima County Office of the Medical Examiner,Verified,32.29187,-113.1067
57783,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,25/01/2016,Pima County Office of the Medical Examiner,Verified,31.95346,-113.05898
57786,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,17/03/2016,Pima County Office of the Medical Examiner,Verified,32.23033994,-112.7215917
57787,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,31/03/2016,Pima County Office of the Medical Examiner,Verified,32.423462,-113.138344
57788,"Exposure, Hypothermia",Central America,1.0,U.S./Mexico Border,06/04/2016,Pima County Office of the Medical Examiner,Verified,31.95437,-112.14965
58177,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,30/01/2016,Pima County Office of the Medical Examiner,Verified,31.50523739,-111.4903785
58178,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,29/02/2016,Pima County Office of the Medical Examiner,Verified,31.704,-111.85818
58179,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,02/03/2016,Pima County Office of the Medical Examiner,Verified,32.20324,-112.95431
58180,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,02/03/2016,Pima County Office of the Medical Examiner,Verified,31.826717,-112.1373
58181,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,05/03/2016,Pima County Office of the Medical Examiner,Verified,32.38652,-113.10317
58182,"Exposure, Hypothermia",Central America & Mexico,1.0,U.S./Mexico Border,06/03/2016,Pima County Office of the Medical Examiner,Verified,32.2651,-113.10296
58184,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,31/03/2016,Pima County Office of the Medical Examiner,Verified,32.329483,-112.115617
58577,Drowning,MENA,1.0,Mediterranean,15/05/2016,ahram online,Partially Verified,31.46429856,30.36725358
58578,Drowning,Horn of Africa,1.0,Mediterranean,15/05/2016,ahram online,Partially Verified,31.43500973,30.34871415
58977,Pulmonary complications,Caribbean,1.0,Central America incl. Mexico,14/05/2016,Diario Extra,Partially Verified,11.20286127,-85.61479021
60177,Drowning,MENA,1.0,Mediterranean,11/05/2016,Yabiladi,Partially Verified,35.89649142,-5.306228746
60578,Violent robbery,Central America,1.0,Central America incl. Mexico,23/05/2016,Diario El Sur,Partially Verified,15.34093998,-92.67558723
60977,Murdered,Central America,1.0,Central America incl. Mexico,19/05/2016,Cuatro Poder de Chiapas,Partially Verified,14.90695799,-92.26184894
62177,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,05/03/2015,El Manana,Partially Verified,27.62574191,-99.62659529
62178,Drowning or suffocation in hull,Mixed,45.0,Mediterranean,28/05/2016,IOM Italy,Verified,35.12387008,15.15257634
63377,Drowning,Central America,1.0,U.S./Mexico Border,24/05/2016,El Diario,Partially Verified,28.72772095,-100.5079563
63778,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,14/05/2016,Pima County Office of the Medical Examiner,Verified,31.963317,-112.38265
63780,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,17/05/2016,Pima County Office of the Medical Examiner,Verified,32.16702,-111.43136
64577,Drowning,Central America,1.0,U.S./Mexico Border,29/05/2016,La Voz,Partially Verified,32.7053266,-115.0585765
65378,drowning,Sub-Saharan Africa,1.0,Mediterranean,19/11/2015,El Diario,Partially Verified,36.5941684,-3.53200644
65379,Hit by train,Central America,1.0,Central America incl. Mexico,31/07/2014,Imagen del Golfo,Partially Verified,18.53911668,-96.60600645
65777,Likely suffocation (found dead in a truck),MENA,1.0,Europe,27/12/2015,El Siglo de Torreon,Partially Verified,51.01635195,2.39943772
65778,Fell from train,Central America & Mexico,1.0,Central America incl. Mexico,11/10/2014,InfoNogales,Partially Verified,30.54229242,-111.1209907
66177,Drowning,MENA,1.0,Mediterranean,15/02/2016,Spanish Ministry of the Interior via IOM Spain,Verified,35.99591955,-5.606000646
66181,Drowning,Sub-Saharan Africa,10.0,North Africa,10/05/2016,Asociación Pro Derechos Humanos de Andalucía (APDHA),Verified,27.44312007,-14.64234553
66182,Drowning,MENA,1.0,Europe,02/06/2016,AP,Partially Verified,46.12930146,20.05177896
66582,Drowning,Caribbean,1.0,Caribbean,06/06/2016,Miami Actualidad,Partially Verified,18.05921041,-67.83736398
66977,Hit by train,Central America,1.0,Central America incl. Mexico,19/03/2016,Imagen de Veracruz,Partially Verified,19.05015723,-96.39045138
66978,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,07/04/2016,El Manana,Partially Verified,26.07400662,-98.24272579
67377,Hit by train,Central America,1.0,Central America incl. Mexico,19/03/2016,Imagen de Veracruz,Partially Verified,19.05015723,-96.39045138
67378,Fell from train,Central America,1.0,Central America incl. Mexico,08/05/2016,Sucesos los Tuxtlas,Partially Verified,17.85591119,-95.03238403
67379,Heart Attack,Central America,1.0,Central America incl. Mexico,25/10/2015,60 Minutos,Partially Verified,17.99587792,-94.54755904
67777,Hypothermia,Central America,1.0,Central America incl. Mexico,03/06/2016,El Heroico,Partially Verified,17.2666656,-90.99999891
68178,Vehicle accident,Central America & Mexico,1.0,U.S./Mexico Border,08/06/2016,AP,Partially Verified,32.72531833,-114.6243965
69777,Presumed dehydration,Sub-Saharan Africa,34.0,North Africa,11/06/2016,"Al Jazeera, AFP, BBC",Partially Verified,19.36666975,5.799996759
70209,Suffocation,Horn of Africa,19.0,Sub-Saharan Africa,14/06/2016,IOM Zambia,Verified,-13.03332615,27.73332744
72187,Bronchial aspiration,Central America,1.0,Central America incl. Mexico,09/03/2016,La Region,Partially Verified,19.89784634,-99.34316039
72188,Fell from train,Central America,1.0,Central America incl. Mexico,07/02/2016,Impacto Del Sur,Partially Verified,19.27837618,-99.8260378
72977,Drowning,Central America,3.0,U.S./Mexico Border,14/06/2016,Desaparecidos y sin reclamar en la frontera,Partially Verified,27.60141404,-99.5627405
73779,Fell from train,Central America & Mexico,1.0,Central America incl. Mexico,13/02/2016,Impacto Del Sur,Partially Verified,18.00558321,-94.56105984
73814,Shot,Central America,1.0,Central America incl. Mexico,09/05/2015,El Vigia,Partially Verified,32.65051398,-115.4487457
74177,Vehicle accident,Central America,1.0,Central America incl. Mexico,28/05/2016,Cronica Veracruz,Partially Verified,21.35458884,-98.22519677
74178,Hit by vehicle,South Asia,1.0,Europe,27/05/2016,Diario de Transporte,Partially Verified,50.93688014,1.952453302
74980,Shot,MENA,1.0,Middle East ,16/01/2016,Syrian Observatory for Human Rights,Verified,36.85925719,40.13046331
74981,Shot,MENA,11.0,Middle East ,19/06/2016,Syrian Observatory for Human Rights,Verified,36.85031535,38.32958874
74982,Shot,MENA,1.0,Middle East ,24/01/2016,Syrian Observatory for Human Rights,Verified,37.07278754,40.65198707
74983,Shot,MENA,1.0,Middle East ,28/01/2016,Syrian Observatory for Human Rights,Verified,36.68059958,39.12036304
74984,Shot,MENA,1.0,Middle East ,04/02/2016,Syrian Observatory for Human Rights,Verified,36.67529693,38.93244016
74985,Shot,MENA,1.0,Middle East ,27/02/2016,Syrian Observatory for Human Rights,Verified,36.6453026,39.00474871
74986,Shot,MENA,3.0,Middle East ,11/06/2016,Syrian Observatory for Human Rights,Verified,36.92510244,40.41812623
74987,Shot,MENA,1.0,Middle East ,10/03/2016,Syrian Observatory for Human Rights,Verified,36.53739644,36.61185343
74988,Shot,MENA,1.0,Middle East ,11/03/2016,Syrian Observatory for Human Rights,Verified,36.64530266,39.68590106
74989,Shot,MENA,1.0,Middle East ,23/03/2016,Syrian Observatory for Human Rights,Verified,36.88334441,38.21092615
74990,Shot,MENA,2.0,Middle East ,05/04/2016,Syrian Observatory for Human Rights,Verified,36.79500893,38.52135028
74991,Shot,MENA,1.0,Middle East ,23/05/2016,Syrian Observatory for Human Rights,Verified,36.66547496,38.85693249
74992,Shot,MENA,2.0,Middle East ,20/05/2016,Syrian Observatory for Human Rights,Verified,36.04118369,36.39016997
74993,Shot,MENA,1.0,Middle East ,16/05/2016,Syrian Observatory for Human Rights,Verified,36.33853027,36.647559
74994,Shot,MENA,1.0,Middle East ,08/05/2016,Syrian Observatory for Human Rights,Verified,36.65899535,39.31639253
74995,Shot,MENA,1.0,Middle East ,22/04/2016,Syrian Observatory for Human Rights,Verified,36.29164189,36.69135757
74996,Shot,MENA,1.0,Middle East ,26/04/2016,Syrian Observatory for Human Rights,Verified,36.13701496,36.38873414
74997,Shot,MENA,1.0,Middle East ,27/04/2016,Syrian Observatory for Human Rights,Verified,36.72618798,37.03758869
74998,Shot,MENA,1.0,Middle East ,15/01/2016,Syrian Observatory for Human Rights,Verified,36.61885396,39.55955828
75377,Shot,MENA,1.0,Middle East ,11/01/2016,Syrian Observatory for Human Rights,Verified,36.9865566,40.62686646
75378,Shot,MENA,1.0,Middle East ,20/01/2016,Syrian Observatory for Human Rights,Verified,36.60121572,39.817737
75380,Shot,MENA,1.0,Middle East ,26/01/2016,Syrian Observatory for Human Rights,Verified,36.65852371,37.50786151
75381,Shot,MENA,8.0,Middle East ,18/06/2016,Syrian Observatory for Human Rights,Verified,36.10389828,36.49110686
75382,Shot,MENA,1.0,Middle East ,06/02/2016,Syrian Observatory for Human Rights,Verified,36.72899799,38.65867938
75383,Shot,MENA,1.0,Middle East ,14/02/2016,Syrian Observatory for Human Rights,Verified,36.62561772,37.12821085
75384,Shot,MENA,1.0,Middle East ,16/06/2016,Syrian Observatory for Human Rights,Verified,36.01397333,36.38811003
75385,Shot,MENA,1.0,Middle East ,07/03/2016,Syrian Observatory for Human Rights,Verified,36.65411693,38.77403582
75386,Shot,MENA,1.0,Middle East ,08/06/2016,Syrian Observatory for Human Rights,Verified,36.08170414,36.3922299
75387,Shot,MENA,1.0,Middle East ,11/03/2016,Syrian Observatory for Human Rights,Verified,36.73830995,36.86380053
75388,Shot,MENA,1.0,Middle East ,27/05/2016,Syrian Observatory for Human Rights,Verified,36.79446481,40.03372023
75389,Shot,MENA,1.0,Middle East ,21/05/2016,Syrian Observatory for Human Rights,Verified,36.64324617,39.21134327
75390,Shot,MENA,1.0,Middle East ,06/04/2016,Syrian Observatory for Human Rights,Verified,36.84969068,40.06338857
75391,Shot,MENA,1.0,Middle East ,14/04/2016,Syrian Observatory for Human Rights,Verified,36.18752463,36.39472671
75392,Shot,MENA,1.0,Middle East ,18/04/2016,Syrian Observatory for Human Rights,Verified,36.68224167,36.68033496
75393,Shot,MENA,1.0,Middle East ,10/05/2016,Syrian Observatory for Human Rights,Verified,36.67551845,38.96757661
75394,Shot,MENA,1.0,Middle East ,19/04/2016,Syrian Observatory for Human Rights,Verified,36.23432373,36.52183856
75395,Shot,MENA,1.0,Middle East ,21/04/2016,Syrian Observatory for Human Rights,Verified,35.94951951,36.20820891
75396,Shot,MENA,1.0,Middle East ,07/05/2016,Syrian Observatory for Human Rights,Verified,36.65666193,39.45019421
76177,Vehicle accident,Central America,1.0,Central America incl. Mexico,14/02/2016,Imagen Poblana,Partially Verified,18.77434456,-97.68850309
76577,Vehicle accident,Central America,1.0,Central America incl. Mexico,15/03/2016,Zocalo Saltillo,Partially Verified,25.08371763,-100.6294529
76578,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,21/06/2016,Zocalo Saltillo,Partially Verified,28.32745183,-100.3041464
76579,Drowning,Sub-Saharan Africa,1.0,Mediterranean,22/06/2016,Reuters,Partially Verified,32.88550997,12.53136158
76978,Hit by train,Central America,1.0,Central America incl. Mexico,15/06/2016,RegionalPuebla.mx,Partially Verified,19.11836714,-97.7053857
77377,Murdered by gang members,Central America,1.0,Central America incl. Mexico,18/01/2015,Excelsior,Partially Verified,17.983326,-92.91666683
77777,Shot,Central America,1.0,Central America incl. Mexico,30/05/2015,El Mexicano.com,Partially Verified,32.60203827,-116.0794684
78177,Assaulted by smugglers,Caribbean,1.0,Central America incl. Mexico,17/12/2015,Habana Linda,Partially Verified,11.65718599,-85.9691825
78577,Murdered (head wound),Central America,1.0,Central America incl. Mexico,20/04/2016,Diario Del Sur,Partially Verified,14.89655714,-92.29169542
78580,Drowning,Central America,1.0,U.S./Mexico Border,30/11/2015,Noroeste,Partially Verified,32.68645651,-115.4859634
78977,Shot,Sub-Saharan Africa,4.0,North Africa,29/11/2015,AFP,Partially Verified,18.44110638,1.407779015
78978,Suffocation,Sub-Saharan Africa,2.0,North Africa,03/12/2015,International Business Times,Partially Verified,35.8447446,-5.356310937
79777,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,24/06/2016,La Prensa Grafica,Partially Verified,26.07682367,-98.22916602
79779,Unknown (body found in desert),Central America & Mexico,1.0,U.S./Mexico Border,28/05/2016,Movimiento Migrante Mesoamericano,Partially Verified,26.0882322,-98.25074687
80178,Drowning,MENA,13.0,Mediterranean,01/07/2016,IOM Libya,Partially Verified,33.34574226,12.7850771
80179,Raped and murdered,Central America & Mexico,1.0,Central America incl. Mexico,30/05/2016,Proceso Digital,Partially Verified,25.76666782,-101.4833261
80578,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,31/05/2016,Pima County Office of the Medical Examiner,Verified,31.45904,-111.37511
80579,Presumed hyperthermia,Central America & Mexico,1.0,U.S./Mexico Border,01/06/2016,Pima County Office of the Medical Examiner,Verified,32.34286,-113.303
80580,Hyperthermia,Central America & Mexico,1.0,U.S./Mexico Border,06/06/2016,Pima County Office of the Medical Examiner,Verified,31.816117,-112.072267
80581,Unknown (mummified remains),Central America & Mexico,1.0,U.S./Mexico Border,08/06/2016,Pima County Office of the Medical Examiner,Verified,31.7378,-112.093
80582,Presumed hyperthermia,Central America & Mexico,1.0,U.S./Mexico Border,12/06/2016,Pima County Office of the Medical Examiner,Verified,32.20416,-112.989
80583,Presumed hyperthermia,Central America & Mexico,1.0,U.S./Mexico Border,15/06/2016,Pima County Office of the Medical Examiner,Verified,31.47502,-112.004
80584,Hyperthermia,Central America & Mexico,1.0,U.S./Mexico Border,22/06/2016,Pima County Office of the Medical Examiner,Verified,31.773083,-111.918183
80585,Unknown (skeletal remains and mummified),Central America & Mexico,1.0,U.S./Mexico Border,23/06/2016,Pima County Office of the Medical Examiner,Verified,31.64488,-111.91678
80586,Presumed hyperthermia,Central America & Mexico,1.0,U.S./Mexico Border,26/06/2016,Pima County Office of the Medical Examiner,Verified,32.10363,-111.52543
80977,Presumed hyperthermia,Central America & Mexico,1.0,U.S./Mexico Border,03/06/2016,Pima County Office of the Medical Examiner,Verified,32.43673,-114.42545
80978,Hyperthermia,Central America,1.0,U.S./Mexico Border,05/06/2016,Pima County Office of the Medical Examiner,Verified,31.91364122,-111.9221551
80979,Hyperthermia,Central America,1.0,U.S./Mexico Border,06/06/2016,Pima County Office of the Medical Examiner,Verified,32.21938,-111.24966
80981,Shot,Central America & Mexico,1.0,U.S./Mexico Border,08/06/2016,Pima County Office of the Medical Examiner,Verified,31.7378,-112.093
80984,Unknown (mummified remains),Central America,1.0,U.S./Mexico Border,19/06/2016,Pima County Office of the Medical Examiner,Verified,31.8997,-111.769884
80985,Presumed hyperthermia,Central America & Mexico,1.0,U.S./Mexico Border,22/06/2016,Pima County Office of the Medical Examiner,Verified,31.98296,-110.5362
80986,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,27/06/2016,Pima County Office of the Medical Examiner,Verified,31.953017,-112.87445
80987,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,28/06/2016,Pima County Office of the Medical Examiner,Verified,32.26201,-112.69105
81380,Hit by train,Central America,1.0,Central America incl. Mexico,23/05/2016,Golpe Politico,Partially Verified,18.24218803,-96.13593766
81381,Hypothermia,Central America,1.0,U.S./Mexico Border,14/05/2016,Pima County Office of the Medical Examiner,Verified,31.97705195,-111.9320445
81777,Drowning,South Asia,1.0,East Asia,09/07/2016,Coconuts Hong Kong,Partially Verified,22.43443772,113.7999981
81778,Hit by train,Central America,1.0,Central America incl. Mexico,28/06/2016,El Tuxtepecano,Partially Verified,18.31999764,-95.82147286
81779,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,30/05/2016,Pima County Office of the Medical Examiner,Verified,32.00500549,-112.0638804
81780,"Unknown, Skeletal Remains",Central America,1.0,U.S./Mexico Border,30/05/2016,Pima County Office of the Medical Examiner,Verified,32.00034716,-112.0034556
