gender,genderLooking,age,name,counts_details,counts_pictures,counts_profileVisits,counts_kisses,counts_fans,counts_g,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,country,city,location,distance,isFlirtstar,isHighlighted,isInfluencer,isMobile,isNew,isOnline,isVip,lang_count,lang_fr,lang_en,lang_de,lang_it,lang_es,lang_pt,verified,shareProfileEnabled,lastOnlineDate,lastOnlineTime,birthd,whazzup,pictureId,userId
F,M,23,züribusle,0.46,5,20861,764,0,0,False,True,False,CH,Zürich,Zürich,175.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,2015-04-08T12:11:50Z,1428495110.0,0,bitte nöd nomal schriibe wänni bim 1. mal scho nid antworte ✌️,52b7686b1b0ba0f7799b539c,551f08f2190ba0e40c8b4693
F,M,21,Kade,0.81,4,4602,171,0,0,True,False,False,CH,Lugano,Lugano,187.0,0,0,0,1,0,0,0,1,False,True,False,False,False,False,0,1,2015-04-06T14:47:30Z,1428331650.0,0,Niente è per sempre in questo mondo !,52bb3dc6190ba04b5702680a,552034ef086ea157188b45b4
F,M,20,Latina,0.23,2,10467,187,0,0,True,False,True,CH,Luzern,Dallenwil,141.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-08T15:26:20Z,1428506780.0,0,Insta: LATINABEBI,52bb47311a0ba0d52ea208ad,54cfd4e8c46da16f5c8b4a30
F,M,22,Jessy,0.88,15,6030,309,2,0,True,True,False,DE,Höchenschwand,Sankt Blasien,178.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,2015-04-08T13:14:31Z,1428498871.0,0,live your life,52bb50ca150ba0d0511f8153,54b191de150ba06e428b47a2
F,M,25,Nastasia,0.88,6,1289,55,1,0,False,True,False,FR,Sallanches,Passy,66.4,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,1,2015-04-08T13:08:48Z,1428498528.0,0,"Cherche relation sérieuse             Pas de PLAN DE CUL, pas de CUL !!!!",52bc998cc56da11a567ec055,54f8f026096ea13b278b4576
F,M,25,Manuela Weber,0.85,6,10296,267,1,0,False,False,True,CH,Märstetten,Inwil,146.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,2015-04-26T02:10:56Z,1430014256.0,0,fragen kostet nichts,52c055c7160ba0c45f947c3e,5535f9c5160ba00c778b50e1
F,none,23,Goce moj,0.5,1,1770,95,20,0,False,True,True,DE,Mainz (Rheinland-Pfalz),Mainz,400.0,0,0,0,0,0,1,1,1,False,False,True,False,False,False,0,1,2015-04-27T19:30:32Z,1430163032.0,0,1.64,52c08342c66da1f32d042226,553e8a5eca6da1f86f8b4567
F,none,24,Misses Tina,0.92,18,2540,66,0,0,True,True,True,CH,Ried-Brig,Brig-Glis,107.0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,1,1,2015-04-03T17:33:59Z,1428082439.0,0,ich kann sein die ich bin & werden die ich sein kann,52c089311b0ba0882b0f8ff5,55183c650b6ea1d6568b45f4
F,M,20,Agathe,0.96,10,1694,21,2,0,True,True,False,FR,Thann,Cernay,148.0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,1,2015-04-04T22:10:26Z,1428185426.0,0,Apprenez à me connaître ;),52c44a02180ba0d5058d96fe,55020b2aca6da18b938b46c0
F,M,19,Sylvia,0.58,1,3865,77,0,0,False,True,False,FR,Tignieu-Jameyzieu,Pont-de-Chéruy,141.0,0,0,0,1,0,1,0,1,True,False,False,False,False,False,0,1,2015-04-08T15:26:02Z,1428506762.0,0,:),52c4709b140ba0e17f19c1f8,550ddfd5066ea1a8638b4b3a
F,none,21,honey,0.96,2,17072,552,0,0,True,True,True,DE,Ludwigshafen am Rhein,Ludwigshafen am Rhein,360.0,1,1,0,1,0,1,0,1,False,False,True,False,False,False,1,1,2015-04-06T14:59:06Z,1428332346.0,0,fighter ♥,52c47291140ba0a17723b9dc,54b33f19086ea1459d8b4866
F,M,25,mikij,0.62,12,19098,557,0,0,True,True,True,CH,Zürich,Zürich,173.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,2015-04-08T12:51:16Z,1428497476.0,0,..,52c49b40140ba08b1b168cf5,53557051170ba0b95d8b480d
F,M,22,Meli,0.54,6,5470,137,2,0,True,False,False,CH,Olten,Starrkirch-Wil,135.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-08T14:42:16Z,1428504136.0,0,✌✌,52c4d3171a0ba00754d78379,54de0a5ac56da1f21c8b4da3
F,M,19,Melly_,0.73,8,25783,1063,1,0,True,True,False,CH,Bern,Reudlen,81.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-06T15:19:26Z,1428333566.0,0,🌸insta: mel_digosta🌸,52c53eb71b0ba0e80e42e4e2,55071639066ea1eb268b47cc
F,M,22,Jenny McMuffin,0.5,8,6156,220,1,0,True,True,False,DE,Bürstadt,Bürstadt,374.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,2015-04-06T14:30:26Z,1428330626.0,0,Darling I'm a nightmare dressed like a daydream! 😈,52c5e5c7180ba0f153178540,5517af740a6ea12f998b48e4
F,M,21,`Cassy.,0.08,5,6613,132,0,0,True,True,True,FR,Mâcon,Mâcon,141.0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,1,2015-04-26T16:41:01Z,1430066461.0,0,snap: misscassy001.                                                insta_fb:Cassy Str.,52c6d689c76da179398b4b12,55338b2f160ba0a8288b48f3
F,M,20,Alessandra,0.85,18,5103,319,2,0,True,True,True,CH,Wilderswil,Meiringen,121.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,2015-04-07T22:34:20Z,1428446060.0,0,💜👑💜,52c72c5d190ba0f46c464829,5431be071a0ba02a268b45ca
F,none,20,Mina Twiinkie,0.96,5,2412,104,0,0,True,False,False,CH,Châtelaine,Bernex,57.2,0,0,0,0,0,1,0,1,True,False,False,False,False,False,0,1,2015-04-07T12:08:12Z,1428408492.0,0,:D,52c82e8e160ba089609c590a,55103526c96da19c3a8b4599
F,M,24,tine,0.23,5,5136,376,0,0,True,True,True,DE,Trier,Trier,360.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-06T14:57:41Z,1428332261.0,0,;),52c85ff51a0ba0d5745e106e,54cf1782150ba0684b8b4929
F,M,22,Marie,0.23,4,6445,211,14,0,True,True,False,CH,Yverdon-les-Bains,Yverdon-les-Bains,27.5,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,1,2015-04-24T21:26:29Z,1429910789.0,0,🐻🍺,52c980081b0ba08a135333b0,52cb1882150ba02455dea25e
F,M,20,SteLLa.'🌟,0.73,29,20567,1133,41,0,False,True,False,CH,Burgdorf,Zollikofen,82.1,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-26T11:47:02Z,1430048822.0,0,DanCe y0ur Liife .',52cd75bd190ba03b555e4394,5533f5d1e96da194688b491f
F,M,25,Särä,0.0,7,15664,270,0,0,False,True,False,CH,Thun,Bern,79.2,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,2015-04-08T15:06:01Z,1428505561.0,0,What's your sound of life?,52cd79ab190ba032555e455a,5505fafec56da1a4658b4aaf
F,M,21,Aless_,0.85,7,7091,346,5,0,True,True,True,CH,Aarau,Bolligen Dorf,81.9,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,2015-04-06T13:33:01Z,1428327181.0,0,instagram: vlessia_                              facebook:Vivien J Alessia Cuarate,52cfe82e150ba01c3676a2ee,551c7398ca6da10a828b46f3
F,none,22,Lena,0.85,22,21824,1250,35,0,True,True,False,DE,Haßloch,Haßloch,337.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-06T14:25:42Z,1428330342.0,0,😋😆🙈❤️😁,52d063a1150ba0bc2bfd20ab,54fdf26ac86da1167e8b467c
F,M,24,Tania,0.88,19,18893,1186,37,0,False,False,True,CH,Neumünchenstein,Basel,135.0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,1,1,2015-04-06T13:39:49Z,1428327589.0,0,Keine halben Sachen !,52d2f187160ba053106f3b76,54948063170ba080248b4c22
F,M,22,Raffaela,0.88,3,5003,263,0,0,True,True,True,CH,Rudolfstetten-Friedlisberg,Dietikon,166.0,0,0,0,0,0,1,0,3,False,True,True,True,False,False,1,1,2015-04-26T11:32:05Z,1430047925.0,0,....Always smile....,52d542a11b0ba0a4423ab30c,551eb3ca086ea1ab838b4749
F,M,23,Mchen,0.96,4,26955,1167,0,0,True,True,True,DE,Offenbach am Main,Offenbach am Main,428.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-19T11:48:38Z,1429444118.0,0,Find what you love and let it kill you..,52d5b15b140ba0d02950ce93,53ef81a1c76da1f03a8b4c05
F,M,19,-jassi-,0.88,7,1318,15,0,0,True,True,True,DE,Darmstadt,Aarburg,131.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,2015-04-06T15:32:32Z,1428334352.0,0,Erst anschreiben ...dann sehen wir weiter 😘😉😜,52d68ada190ba00a326a756f,52d68aee1b0ba00c4835637a
F,M,24,susi,0.92,19,15869,1340,1,0,False,True,False,CH,Zürich,Glattbrugg,178.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-08T15:20:18Z,1428506418.0,0,"if it doesen't kill you,it makes you stronger👌👌",52d69748170ba0763386e8fc,54f45c6fe86da13d3e8b4619
F,none,23,Isabella🌹,0.5,2,4196,661,2,0,True,True,False,DE,Lahr/Schwarzwald,Lahr/Schwarzwald,0.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,0,2015-04-27T19:39:40Z,1430163580.0,0,🙇🌹🙆,52d6c483c46da12451bdda1b,53f07480e96da1cb918b456f
F,M,21,Charlyne,0.73,6,554,50,0,0,True,False,False,CH,Bâle,Aigle,33.8,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,1,2015-04-06T16:52:47Z,1428339167.0,0,BlaBlaBla,52d90748180ba0f65757fddc,52d90759190ba07a1ea28524
F,M,19,chätzli,0.85,9,13678,657,0,0,False,True,False,CH,Zürichhorn,Sursee,133.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-06T15:06:45Z,1428332805.0,0,"Alles ist Möglich, auch Pinguine können fliegen. :D",52d9980a1b0ba0d52d1481b3,551d9a52c66da1fc338b4a77
F,M,26,beautysummer,0.58,7,10123,301,0,0,True,False,False,DE,Köln,Frankfurt am Main,418.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-06T16:03:00Z,1428336180.0,0,"Habe absolut keine Interesse an Sexanfragen, solche werden direkt blockiert!",52dc261f150ba09248346cd6,55172ff5c76da1aa338b4ed3
F,M,20,pia.t,0.54,5,12064,659,5,0,True,True,True,DE,Waldshut-Tiengen,Eisenbach (Hochschwarzwald),200.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,2015-04-08T11:40:35Z,1428493235.0,0,"love it, change it or leave it",52e0305d170ba00e42143e3d,550bdf77e86da1562c8b4e5c
F,none,25,Svennipenny,0.77,6,4033,27,2,0,True,True,False,DE,Mainz,Mainz,402.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-27T19:40:44Z,1430163644.0,0,...,52e0417f160ba03f6b149a78,54f4d328c86da14e868b4ba1
F,M,22,daisy,0.0,12,13923,987,2,0,True,True,True,LI,Gamprin,Sennwald,233.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-06T16:10:58Z,1428336658.0,0,insta: rosdespw 😎🇮🇹,52e12c7c1a0ba08f01fbf79b,551c558f1b0ba0ab248b4674
F,none,22,Jamiie,0.92,8,4938,426,0,0,True,True,False,CH,La Tour-de-Peilz,La Tour-de-Peilz,19.2,0,0,0,0,0,0,0,1,True,False,False,False,False,False,0,1,2015-03-26T21:50:33Z,1427406633.0,0,Be YOuurself 🌸,52e267dbc46da197438e1688,551332d9086ea1e4488b4693
F,M,19,✨👑✨👑✨👑✨,0.38,30,15064,704,0,0,True,False,False,DE,Frankfurt am Main,Frankfurt am Main,428.0,0,0,0,1,0,1,0,2,False,False,True,False,False,False,0,1,2015-04-06T14:26:03Z,1428330363.0,0,✨👑✨,52e4f369c46da1473b6942b8,54fcba4ee56da1ad198b4570
F,M,24,Marine,0.58,6,11405,184,0,0,True,True,True,FR,Le Chable,Beaumont,61.9,0,0,0,1,0,0,0,1,True,False,False,False,False,False,1,1,2015-04-06T11:33:19Z,1428319999.0,0,Faites demande de tchat,52e67ab9140ba0c7705f574f,52e67ac9190ba0c42fd2bf67
F,M,19,Jenny,0.62,7,9405,259,4,0,True,True,True,DE,Freiburg im Breisgau,Freiburg im Breisgau,186.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,2015-04-25T23:04:29Z,1430003069.0,0,:),52e69e6f1a0ba06f75fa5f88,552ae5951c0ba0e8048b4614
F,M,24,LuLu,0.73,5,10133,347,0,0,True,True,True,DE,Pforzheim,Pforzheim,306.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-06T15:57:11Z,1428335831.0,0,"Wir alle sind Kunst, gezeichnet vom Leben.",52e7ddb01b0ba0c85a037d50,54ad746a086ea1532e8b4cfc
F,M,22,stefanie shoco,1.0,8,38703,1623,0,0,True,True,True,ES,Barcelona,Pforzheim,306.0,0,0,0,1,0,1,0,1,False,False,False,False,True,False,0,1,2015-04-06T16:00:48Z,1428336048.0,0,"Living young, wild and free💃✌️ IG: srtaphany",52e7eb47c46da17d66f17bcb,54f718e7cb6da1180b8b45f4
F,M,21,Alisa,0.85,6,5435,263,0,0,True,False,False,DE,Saarlouis,Saarlouis,311.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-06T14:54:04Z,1428332044.0,0,"Jeder Mensch trägt einen Zauber im Gesicht, man muss nur jemanden finden dem er gefällt :)",52ea316b180ba05d1d30f8b7,550c7be1190ba0112d8b473e
F,M,23,Sun,0.54,28,32396,1732,0,0,True,True,True,CH,Chur,Chur,222.0,0,0,0,1,0,1,0,1,False,True,False,False,False,False,0,1,2015-04-06T16:01:54Z,1428336114.0,0,🌸 Instagram: div_ini 🌸snapchat: inesa555,52ec19081b0ba0c570ab8cf5,551bd180076ea182468b47c4
F,M,25,Lea,0.92,9,1808,66,1,0,True,True,True,DE,Schopfheim,Schopfheim,156.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,2015-04-06T09:19:12Z,1428311952.0,0,>fuck everything what doesn't make you happy<,52ee4c0b190ba0430e060756,52ef765c190ba0dd50bcc143
F,none,21,xGiiNaax,0.15,1,1471,38,0,0,False,True,False,DE,Frankfurt am Main,Offenbach am Main,427.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-06T14:52:46Z,1428331966.0,0,(:,52ef01881a0ba0976195754b,550743f0c96da120988b45ee
F,M,21,oceane,0.96,4,3803,53,3,0,True,True,False,FR,Ambérieu-en-Bugey,Lyon,162.0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,1,1,2015-03-30T03:36:14Z,1427686574.0,0,A la recherche d'une relation sérieuse.,52f2aa25c46da17a47adbc90,54566c12e96da15c818b498c
F,M,23,Shake,0.0,7,13087,737,0,0,False,True,False,DE,Worms,Worms,368.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,2015-04-06T16:02:32Z,1428336152.0,0,C'est la vie!,52f3e1461b0ba0594fdba82b,5487046e180ba0e07b8b45e8
F,M,22,Natha_lie,0.62,7,3306,93,4,0,False,True,False,DE,Waldkirch,Waldkirch,202.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,2015-04-26T10:27:11Z,1430044031.0,0,I could be the one..!,52f3e9c2180ba017746f7579,52f40212150ba0c771391165
F,M,24,AlleFarben,0.69,10,2043,29,0,0,True,True,True,CH,Luzern,Luzern,139.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,0,2015-04-26T05:56:12Z,1430027772.0,0,"""Namaste""",52f6ce15c46da1b956ebfaeb,553c3f951a0ba0a6458b4cca
F,M,25,x1234567890,0.8,5,21928,835,0,0,True,True,True,CH,Luzern,Luzern,140.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-26T18:52:35Z,1430074355.0,0,öä,52f7cba81a0ba01f57f04c1e,53e66949cb6da17e018b46d8
F,M,19,jennyyourjewel_,0.62,18,19546,240,0,0,True,False,False,CH,Derendingen,Derendingen,104.0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,1,1,2015-04-15T06:37:58Z,1429079878.0,0,Carpe Diem💎,52f884fc1b0ba0c53c7cb313,54e36c0a0b6ea1f4608b4868
F,none,24,Grml,0.92,6,6059,219,2,0,True,True,False,DE,Stuttgart,Walldorf,0.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,2015-04-27T19:24:18Z,1430162658.0,0,"what goes around
comes around",52f8dd2d1b0ba0cd2fd9cd39,54c7ef2c140ba07e4e8b4c76
F,M,21,Melli,0.58,4,5563,313,0,0,True,True,True,DE,Bad Waldsee,Reute,277.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-06T14:53:33Z,1428332013.0,0,💃💃💃,52f8df04150ba03a31bb0f07,54d031d2ca6da13b0b8b4e64
F,M,21,lariissa,0.73,21,35180,1222,0,0,True,False,False,CH,Suhr,Suhr,144.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,2015-04-26T08:48:34Z,1430038114.0,0,"Mama zu sein, ist eine pflicht,ein privileg,eine ehre'❤️ Leandro domenico👶🍼",52f9001e1b0ba0cc6f70b1d4,552a9c330a6ea1ed068b469d
F,none,23,Jerryna Louisa Lou,1.0,15,10494,405,3,0,True,True,False,NL,Amsterdam,Zug,160.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,2015-04-27T19:27:46Z,1430162866.0,0,Gaannz en liebi 😋 wenni schlafä 😂,52f94f34170ba0483c29d797,552e0677180ba0084b8b4aec
F,M,21,Gita,0.92,2,1597,30,1,0,True,True,False,CH,Binningen,Binningen,133.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,2015-04-22T19:53:31Z,1429732411.0,0,Verstell dich nit für anderi und blieb so wie du bisch!,52fa09671a0ba0a106c648aa,552d96931c0ba0a02f8b45a4
F,M,21,nathalie.,0.69,8,32036,1185,7,0,False,True,False,DE,Köln,Köln,492.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,2015-04-06T14:53:56Z,1428332036.0,0,--,52fa822c170ba05e5a06ecc7,54c3f42bc56da15e0a8b48b5
F,M,21,Vivi,0.92,18,40040,2674,24,0,True,True,True,CH,Zürich,Niederhasli,177.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,2015-04-26T11:27:49Z,1430047669.0,0,"IN deiner eigenen Gedankenwelt, liegt das Paradies zu deiner Freiheit... ©",52fd5ba01a0ba0006c2987e9,55106ec90a6ea115268b4a12
F,none,20,Amira,0.23,6,7204,181,0,0,False,True,False,DE,Freiburg im Breisgau,Freiburg,187.0,0,0,0,1,0,0,0,3,False,True,True,False,False,False,1,1,2015-04-08T10:00:38Z,1428487238.0,0,Shine bright like a diamond 💎,52ffa9aa140ba0aa6aecb291,551fcedb0a6ea198778b491d
F,M,22,Sara,0.92,2,2135,155,0,0,True,True,False,CH,Genève,Genève,53.3,0,0,0,0,0,0,0,1,True,False,False,False,False,False,0,1,2015-04-18T19:38:31Z,1429385911.0,0,🐚🐠🌺,5300bd98140ba00957995b4f,54f44fc9ea6da1d9518b4694
F,M,19,Roos,0.27,5,16173,894,13,0,False,True,False,CH,Basel,Bazel,137.0,0,0,0,1,0,0,0,4,True,True,True,False,False,False,0,1,2015-04-08T12:54:17Z,1428497657.0,0,📍 live in Basel/Switzerland from the Netherlands ❌,53025baec56da1267a0483e7,552073edc96da1434b8b484d
F,M,22,Caroline,0.85,3,2722,81,0,0,True,True,True,CH,Dietikon,Dietikon,166.0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,0,1,2015-04-06T16:36:02Z,1428338162.0,0,💕💕💕💕💕,53049b2e190ba0ce5d838a29,54fe189c0a6ea1e1078b4ae3
F,M,22,Chiara,1.0,3,619,9,0,0,True,False,False,IT,Ghemme,Ghemme,172.0,0,0,0,0,0,0,0,1,False,False,False,True,False,False,0,1,2015-04-13T01:02:02Z,1428886922.0,0,Mentre l'orgoglio vince le persone si perdono,53055430cb6da17a878b49b6,552b13e4190ba0782c8b48c4
F,M,25,Dany,0.5,3,2575,32,1,0,True,True,False,IT,Castelletto sopra Ticino,Castelletto sopra Ticino,179.0,0,0,0,1,0,1,0,1,False,False,False,True,False,False,1,1,2015-04-26T11:41:40Z,1430048500.0,0,ogni persona che incontri sta combattendo una battaglia di cui nn sai nulla..sii gentile,5306aff7c46da1ce16c1c5be,5306affacb6da1c0418b47b7
F,M,20,.xD.,0.42,5,20824,809,3,0,True,False,False,CH,Stans,Stans,141.0,0,0,0,1,0,1,1,1,False,False,True,False,False,False,0,1,2015-04-26T11:24:10Z,1430047450.0,0,xD,5308ef99180ba0495e02ab2a,5517d865c86da164568b4b4f
F,none,21,joaaana,0.69,9,6181,114,5,0,True,False,False,CH,Herisau,Wollerau,175.0,0,0,0,1,0,0,1,1,False,False,True,False,False,False,0,1,2015-04-25T06:52:16Z,1429944736.0,0,FucktheSystem;)      (Falsches Alter drin 18),530916f7190ba096620bec03,553385dbea6da1cf1a8b49e3
F,M,19,Naathy,0.96,20,5496,129,0,0,True,True,True,CH,Roggwil (BE),Roggwil (BE),121.0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,0,1,2015-04-08T09:46:16Z,1428486376.0,0,Insta; ___Naathy || suche nach öbisem ärnsts 💪 mitemne maah zwüsch 19-25 😊,53093889190ba0e67265fbaf,54ef7c2e0a6ea14d6c8b47c5
F,M,20,Chris,0.54,5,23160,905,0,0,False,True,False,CH,Hünenberg See,Cham,157.0,0,0,0,0,0,0,0,2,False,True,True,False,False,False,1,1,2015-04-06T07:59:25Z,1428307165.0,0,‼️cock-driven jerks disallowed❌,5309d655190ba0512078320b,53f3bf59c76da189028b4866
F,M,19,Sarah,0.77,2,4274,267,0,0,True,True,False,FR,Marthod,Marthod,90.3,0,0,0,1,0,0,0,1,True,False,False,False,False,False,1,1,2015-04-19T05:59:31Z,1429423171.0,0,👻 : sarahperrier_13,530a1ab4c46da1a329ad7653,54c949320b6ea103808b4653
F,none,19,Samira,0.85,6,5178,91,0,0,True,True,True,CH,Bern,Münchenbuchsee,82.9,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,2015-04-06T11:15:41Z,1428318941.0,0,ૐ🌞ૐ,530c9dc6c96da155048b45b6,54056853c96da17d648b45ca
F,M,21,MaritAl,0.62,3,9699,189,0,0,True,True,False,CH,Olten,Ruhbank,131.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,2015-04-06T14:16:57Z,1428329817.0,0,"au schribe, nid nur like 😉",530eff91180ba0b247098d88,551047c5170ba00c4a8b46a2
F,M,20,Savi,1.0,5,2033,203,0,0,True,True,False,CH,Courtelary,La Chaux-de-Fonds,66.3,0,0,0,1,0,0,0,1,True,False,False,False,False,False,0,1,2015-04-07T02:40:26Z,1428374426.0,0,Carpediem,530f11a31a0ba07e7be1c8c9,55201af3170ba000718b4585
F,none,22,alexës,0.35,3,32523,711,5,0,True,True,True,CH,Zürich,Basel,136.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,2015-04-26T00:02:50Z,1430006570.0,0,Kik: alexaees,530f8002ca6da13d9a8b45ca,54a0758b150ba0f4458b4738
F,M,19,mimi,0.96,19,5655,84,0,0,True,True,True,CH,Neuchâtel,Faoug,53.3,0,0,0,1,0,0,0,1,True,False,False,False,False,False,1,1,2015-04-26T08:34:38Z,1430037278.0,0,La vie vaut la peine d'être vécue! Profite de chaque instants ... 👌,530faaeb1a0ba03c1c8b45af,5502dd6f0a6ea1841b8b48a1
F,M,26,Yasemin,0.77,5,25459,1004,31,0,True,True,True,DE,Bad Waldsee,Bad Waldsee,282.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,0,2015-04-06T16:13:50Z,1428336830.0,0,I am what I am✌,5310a2d4c86da12405db0319,55082b00cc6da1bc5e8b458e
F,M,20,muffin,0.85,8,4904,137,3,0,True,True,True,CH,Zürich,Zürich,173.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,2015-04-26T10:38:39Z,1430044719.0,0,..♡music♡.... no kiddies.. thx ✌,5311825f190ba05c5c8b6ef0,53ef12c1170ba083518b4794
F,M,20,Belinda Coralie,0.6,7,4644,91,0,0,True,True,True,CH,Zürich,Hargelsberg,613.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,2015-04-19T03:48:37Z,1429415317.0,0,Work 👙💪✌️,5311926d170ba080208b744c,551057361c0ba0b32d8b4574
F,M,20,Mia,0.38,1,2016,20,2,0,True,True,True,CH,"Basel (Basel-Stadt, Schweiz)",Basel,136.0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,0,1,2015-04-08T06:37:32Z,1428475052.0,0,In three words I can sum up everything I've learned about life: it goes on.,53121e33c66da1d509040f76,53121eabc76da1b9558b46be
F,M,19,Laura,0.88,8,8362,555,0,0,True,True,False,CH,Morges,Morges,9.9,0,0,0,0,0,0,0,1,True,False,False,False,False,False,0,1,2015-04-07T10:03:55Z,1428401035.0,0,Instagram : lauraaa_b12 👌Snapchat : lauraaa_b12 👻,5312330e170ba0341f8b5d09,53f254c4c46da1fa7a8b4c0c
F,M,23,Marie,0.88,1,6352,214,0,0,False,True,False,DE,Frankfurt am Main (Hessen),Offenbach am Main,428.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-06T16:10:39Z,1428336639.0,0,blaablabla,5313bb94c86da17161290450,54afd84cc96da1100a8b468a
F,M,22,Alex,0.96,8,3930,48,0,0,True,True,False,FR,Cormatin,Cortevaix,151.0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,1,1,2015-04-26T11:38:24Z,1430048304.0,0,Bonne apreme :),531470d01b0ba033508b5739,55096318160ba0077b8b493c
F,M,22,aby92,0.92,4,8548,137,6,0,True,False,False,CH,Winterthur,Illnau-Effretikon,185.0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,2015-04-07T19:05:25Z,1428433525.0,0,"Wenn er sho e chatafrag machet, denn bitte me als es hey!",5315c17fc56da1a4298b4853,54da7b32cb6da14c1c8b4694
F,M,19,iris,0.62,3,1814,33,0,0,True,True,False,CH,Zofingen,Strengelbach,129.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,2015-04-06T15:34:15Z,1428334455.0,0,😄🙈🙊,5315da0cca6da1028d8b47a5,543851e0160ba0f76d8b46f2
F,M,20,Vivien,0.77,13,26189,1480,0,0,False,False,True,DE,Senden,Senden,325.0,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,2015-04-06T14:23:33Z,1428330213.0,0,"Du wirst nie wissen, wie schwer es war, zu vergessen, was wir nie waren..",5315ed24c96da1e1978b499d,5509dc79c56da1f6488b4810
F,M,20,Señorita 💋,1.0,3,9370,1414,5,0,True,True,True,CH,Morges,Saint-Livres,18.0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,0,1,2015-04-26T10:27:18Z,1430044038.0,0,MAD 😍❤️,5319eb8eca6da11f718b45a9,553cbdbc066ea184388b465d
