gender,age,name,counts_pictures,counts_profileVisits,counts_kisses,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,connectedToFacebook,isVIP,isVerified,lastOnline,lastOnlineTs,lang_count,lang_fr,lang_en,lang_de,lang_it,lang_es,lang_pt,city,locationCity,countDetails,crypt,flirtstar,freshman,hasBirthday,highlighted,distance,locked,mobile,online,pictureId,userId,isSystemProfile
F,20,adeline,3,19073,1120,True,True,False,False,False,False,2015-04-07 05:47:04,1428385624.0,1,False,True,False,False,False,False,Lancy,Onex,0.8500000238418579,False,False,False,False,False,54.900001525878906,False,True,False,527d44ef190ba03f52898f12,52a8b7ee1b0ba0f27a6008f6,False
F,20,Giulia 🇮🇹,30,17525,703,True,True,False,False,False,False,2015-04-26 11:45:03,1430048703.0,2,False,False,True,True,False,False,Lecce,Effretikon,0.5400000214576721,False,False,False,False,False,185.0,False,False,True,527f69ba180ba0d207bf0ebe,551bca1fea6da18d9b8b4756,False
F,21,Barbaraa,3,9889,719,False,True,False,False,False,False,2015-04-26 18:40:01,1430073601.0,1,False,False,True,False,False,False,Bern,Берн,0.0,False,False,False,False,False,76.80000305175781,False,True,True,528120611a0ba0bb4afbd7e4,529136d31a0ba084322edefc,False
F,25,Sabii,19,10117,330,True,True,True,False,False,True,2015-04-25 14:31:47,1429972307.0,1,False,False,True,False,False,False,Erstfeld,Erstfeld,0.9200000166893004,False,False,False,False,False,157.0,False,True,False,528122c4190ba03c530c3323,5539e371ec6da1dd508b4986,False
F,22,Juliie,8,6840,335,False,True,False,False,False,False,2015-04-21 10:24:42,1429611882.0,1,True,False,False,False,False,False,Lausanne,Les Plattaires,0.8799999952316284,False,False,False,False,False,7.300000190734863,False,True,False,52815402180ba06e14a3a805,54fda3e0086ea1267b8b457f,False
F,22,Stéphy,7,6705,260,True,True,False,False,False,True,2015-04-08 14:10:12,1428502212.0,1,True,False,False,False,False,False,Dommartin,Villieu-Loyes-Mollon,0.9200000166893004,False,False,False,False,False,126.0,False,True,False,52829850180ba0df111b34b4,54fb7b8b190ba0cf7a8b4c2c,False
F,23,Queenie,11,4009,80,True,True,True,False,False,True,2015-04-25 22:51:08,1430002268.0,1,False,True,False,False,False,False,Uster,Buchs,0.8100000023841858,False,False,False,False,False,145.0,False,False,False,52829dba170ba0b87d4d4c5a,552944881c0ba0dd258b462c,False
F,21,Alexane,13,7788,419,True,True,True,False,False,False,2015-05-02 13:43:05,1430574185.0,1,True,False,False,False,False,False,Besançon,Mouthe,1.0,False,False,False,False,False,39.400001525878906,False,False,False,52836c5e1a0ba0e7431e9c46,5515373c150ba0d73e8b4fea,False
F,19,Sarah,17,33453,1401,True,True,True,False,False,True,2015-04-26 10:04:14,1430042654.0,1,False,False,True,False,False,False,Cham,Cham,0.3799999952316284,False,False,False,False,False,156.0,False,True,False,52865f35140ba0081856ac31,54deaae10a6ea12a538b4914,False
F,21,Franci Erdbeer,6,4847,197,True,True,False,False,True,False,2015-04-25 20:41:22,1429994482.0,1,False,False,True,False,False,False,Waldkirch,Vörstetten,0.6499999761581421,False,False,False,False,False,196.0,False,True,False,52869824180ba04c0cb8fd20,550338b4c96da12e058b46bd,False
F,21,Jasmina,21,11286,455,True,True,True,False,False,False,2015-04-26 02:44:14,1430016254.0,1,False,False,True,False,False,False,Lörrach,Lörrach,0.6499999761581421,False,False,False,False,False,145.0,False,True,False,52891f6c140ba03d58e595b7,5450f6b51c0ba09c7e8b4e19,False
F,23,Ra',3,15045,589,False,True,False,False,False,False,2015-04-19 04:15:10,1429416910.0,1,False,False,True,False,False,False,Bern,Kerzers,0.0799999982118606,False,False,False,False,False,66.19999694824219,False,True,False,52892eab1a0ba0e723fb49f4,54aae1a3190ba08c758b4973,False
F,22,Macrabya,4,14460,426,True,True,True,False,False,True,2015-04-26 11:53:59,1430049239.0,1,False,False,True,False,False,False,Aarau,Aarau,0.3100000023841858,False,False,False,False,False,144.0,False,False,True,528a05921b0ba0f13ea545c1,52e58c52190ba0e86c1451b9,False
F,21,jojo,15,6676,340,True,True,False,False,False,False,2015-04-08 15:28:21,1428506901.0,1,True,False,False,False,False,False,Embrun,Saint-Eusèbe-en-Champsaur,0.959999978542328,False,False,False,False,False,206.0,False,True,True,528a2044150ba041098161ff,537ee8ed140ba0a1198b752b,False
F,19,Fanny,8,25862,1911,True,True,True,False,False,True,2015-04-26 12:00:35,1430049635.0,1,True,False,False,False,False,False,Fillinges,Annemasse,0.8100000023841858,False,False,False,False,False,48.0,False,True,False,528a3002160ba0e502b7000f,5505bfe70a6ea1510f8b4a97,False
F,19,Batman,3,10162,372,True,False,False,False,False,False,2015-04-25 16:43:26,1429980206.0,1,False,False,True,False,False,False,Langnau im Emmental,Langnau im Emmental,1.0,False,False,False,False,False,99.0999984741211,False,True,False,528b523d140ba049531b8938,5473a11ccc6da10d818b45b4,False
F,22,Römi9,5,2202,86,True,False,False,False,False,False,2015-04-06 13:32:07,1428327127.0,1,False,False,True,False,False,False,Ins,Nidau,0.6200000047683716,False,False,False,False,False,80.80000305175781,False,False,False,528cc32e160ba0110f4ffeda,54aed29a1c0ba0b6348b4873,False
F,24,Yalanchi,7,6728,391,True,True,False,False,False,True,2015-05-03 09:23:15,1430644995.0,2,True,True,False,False,False,False,Geneva,Geneva,0.959999978542328,False,False,False,False,False,0.0,False,True,True,528db742190ba0a96dbbd7a5,553918560c6ea1d35d8b472f,False
F,20,carmensmiles,13,5163,81,True,True,True,False,False,True,2015-04-06 11:30:51,1428319851.0,1,False,False,True,False,False,False,Freiburg im Breisgau,Seelbach,0.9200000166893004,False,False,False,False,False,222.0,False,True,False,528dfacd160ba0b60b5c2c4e,5416655f1a0ba0ed518b48f5,False
F,23,Mely,2,8732,306,True,True,False,False,False,False,2015-04-22 10:16:35,1429697795.0,1,False,False,True,False,False,False,Basel,Basel,0.0,False,False,False,False,False,136.0,False,True,True,5291cc92190ba0850703bf60,5291cd44180ba0717bd82f6f,False
F,21,omg_xD_,6,4232,59,False,True,False,False,True,False,2015-04-26 11:24:58,1430047498.0,1,False,False,True,False,False,False,Berne (Schweiz),Signau,0.6200000047683716,False,False,False,False,False,93.1999969482422,False,True,True,5291d6edc66da111388997f7,552a94ba096ea155568b459d,False
F,20,Simone,4,4175,72,False,False,True,False,False,True,2015-04-06 19:53:47,1428350027.0,1,False,False,True,False,False,False,Rüfenacht,Muri bei Bern,0.8500000238418579,False,False,False,False,False,81.0,False,True,False,52924b92150ba06e742d3642,54df6923c76da19f198b4691,False
F,19,Anais,9,12543,991,True,True,False,False,False,False,2015-04-26 12:16:20,1430050580.0,3,True,True,False,True,False,False,Divonne-les-Bains,Divonne-les-Bains,0.5799999833106995,False,False,False,False,False,42.0,False,False,False,5294e3ab1a0ba0dd0a606883,531cb65acb6da1329f8b5452,False
F,20,bellaaa,4,12113,476,True,True,False,False,False,False,2015-04-08 15:06:31,1428505591.0,1,False,False,True,False,False,False,Küssnacht am Rigi,Hünenberg See,0.3100000023841858,False,False,False,False,False,156.0,False,False,True,5294e447170ba0d534f65c78,54f5b4d6c96da1ff678b4696,False
F,24,Noémie,2,584,22,True,True,False,False,False,False,2015-04-07 10:03:12,1428400992.0,1,True,False,False,False,False,False,Grandfresnoy,Saint-Julien-en-Genevois,0.8799999952316284,False,False,False,False,False,60.59999847412109,False,False,False,5295191e1b0ba0ba39fb7f2c,5295192f160ba0825cbaf5c1,False
F,23,j'adore,7,8178,208,True,True,False,False,False,False,2015-04-06 23:54:34,1428364474.0,1,False,False,True,False,False,False,Buchs,Buchs,0.5799999833106995,False,False,False,False,False,146.0,False,True,False,529690a8180ba02e7449132c,55036d15ca6da184468b4bc8,False
F,25,Carla Müller,1,3381,100,True,True,False,False,True,False,2015-04-25 22:11:55,1429999915.0,1,False,False,True,False,False,False,Luzern,Ballwil,0.8100000023841858,False,False,False,False,False,0.0,False,True,False,5296e1ce180ba0b0165aa028,54e4dd4b190ba0d8438b48d9,False
F,25,edä,1,3941,131,False,True,True,False,False,True,2015-04-08 09:41:05,1428486065.0,1,False,False,True,False,False,False,Bern,Bern,0.5400000214576721,False,False,False,False,False,80.0,False,True,False,529b793d190ba0c52535699a,529b7996160ba0e553594980,False
F,21,Neugierig,4,14019,664,False,True,False,False,False,False,2015-04-19 10:10:43,1429438243.0,1,False,False,True,False,False,False,Bern,Bern,0.5799999833106995,False,False,False,False,False,77.5,False,True,False,529c7a64170ba00912bd0e61,552017480a6ea12a948b4b3c,False
F,20,Joana,23,12981,412,True,True,True,False,False,False,2015-04-06 14:20:34,1428330034.0,1,True,False,False,False,False,False,Genève,Tannay,0.9200000166893004,False,False,False,False,False,42.0,False,True,False,529cf99f140ba03b0dbffddf,54ecfe7f150ba0f06a8b4e25,False
F,24,Angie,1,7915,116,True,True,True,False,False,False,2015-04-06 15:56:32,1428335792.0,3,True,True,True,False,False,False,Wiesbaden,Wiesbaden,0.8799999952316284,False,False,False,False,False,413.0,False,True,True,529d13a3170ba02e03f5304a,53304370190ba0130b8b5b96,False
F,24,diana,5,1859,65,True,False,False,False,False,False,2015-04-06 15:55:39,1428335739.0,3,False,True,True,False,False,False,Elsdorf,Elsdorf,1.0,False,False,False,False,False,491.0,False,True,False,529e30edc86da1380d87e248,52da4bc2c86da1562e0bd7f4,False
F,23,Luana,26,17117,415,True,True,True,False,False,False,2015-04-24 13:52:38,1429883558.0,1,False,False,True,False,False,False,Zug,Zürich,0.959999978542328,False,False,False,False,False,171.0,False,True,False,529f0bce1a0ba0374929ecc6,552e465f076ea1f8408b46cf,False
F,20,charline,2,917,16,True,True,False,False,False,False,2015-04-08 11:08:13,1428491293.0,1,True,False,False,False,False,False,Valentigney,Montbéliard,0.959999978542328,False,False,False,False,False,111.0,False,True,False,529fbee2150ba06605190878,54d94fd1e56da1df788b4587,False
F,21,morane,7,1134,41,False,True,False,False,False,False,2015-04-08 15:04:09,1428505449.0,1,True,False,False,False,False,False,Rumilly,Rumilly,1.0,False,False,False,False,False,90.6999969482422,False,True,True,52a0760c160ba0b213d6dea9,5520fe0cc56da13f118b472a,False
F,22,Renata,6,9855,397,True,True,False,False,False,False,2015-04-27 19:30:50,1430163050.0,1,False,False,True,False,False,False,Eschenbach,Ottenbach,0.7300000190734863,False,False,False,False,False,339.0,False,True,True,52a0ff741b0ba067505460d0,52a1007a190ba08a0c9b5dba,False
F,19,Sumadinka,6,5729,318,False,False,True,False,False,False,2015-04-26 09:38:45,1430041125.0,2,False,True,True,False,False,False,Zürich,Zürich,0.6200000047683716,False,False,False,False,False,174.0,False,True,False,52a480921a0ba0963da70a73,552696260a6ea15f628b470b,False
F,19,AliiSOn,3,6836,178,True,True,False,False,False,False,2015-04-26 11:31:35,1430047895.0,1,True,False,False,False,False,False,Moirans-en-Montagne,Moirans-en-Montagne,0.9200000166893004,False,False,False,False,False,70.4000015258789,False,True,True,52aafd98190ba0eb24fac598,54bee7d4170ba004138b4871,False
F,21,kim,1,513,25,False,True,False,False,False,False,2015-04-07 17:11:56,1428426716.0,1,False,False,True,False,False,False,Lyssach,Köniz,0.8799999952316284,False,False,False,False,False,70.0,False,True,False,52ab9f071b0ba03521a89a87,52ab9fb9140ba0ab198c48e4,False
F,20,Delphine,2,1336,53,True,True,True,False,False,True,2015-04-14 22:37:26,1429051046.0,1,True,False,False,False,False,False,Vesoul,Vesoul,0.7300000190734863,False,False,False,False,False,127.0,False,False,False,52ac3a7a180ba09c64f448b3,537ba5d8160ba0e53e8b952d,False
F,21,ѕᴍᴘʀғᴅʟѕ💙,1,10339,236,True,False,False,False,False,True,2015-04-26 03:46:05,1430019965.0,1,False,False,True,False,False,False,Lörrach,Bad Bellingen,0.8100000023841858,False,False,False,False,False,152.0,False,True,False,52acc7d0140ba0f41710783c,55353e40c86da103738b4cc3,False
F,19,crazy_metallady,6,7183,144,True,True,True,False,False,True,2015-04-08 12:31:56,1428496316.0,1,False,False,True,False,False,False,Steinhausen,Root,0.8500000238418579,False,False,False,False,False,148.0,False,True,False,52adb99c150ba01e4576b1e4,53da03a0160ba0df098b5f17,False
F,22,YasiihHasiih,9,11288,497,False,True,False,False,False,True,2015-04-08 13:14:00,1428498840.0,1,False,False,True,False,False,False,Berikon,Aarau,0.959999978542328,False,False,False,False,False,144.0,False,True,False,52af1ad4150ba0d561e4d2c0,54c0e7e1ca6da18a178b4d81,False
F,20,Büüm!,5,30989,672,False,False,False,False,False,True,2015-04-08 12:04:14,1428494654.0,1,False,False,True,False,False,False,Basel,Basel,0.2300000041723251,False,False,False,False,False,135.0,False,True,False,52af1fc2c46da18d7cc5a63e,52af20dcc66da1d64dae6dcb,False
F,21,Daniela,12,1267,79,False,False,False,False,False,True,2015-04-19 11:51:08,1429444268.0,1,False,False,True,False,False,False,Schwäbisch Hall,Stuttgart,1.0,False,False,False,False,False,308.0,False,True,True,52b0cf7e1b0ba0847ecee926,5532b55bca6da1938d8b4e4e,False
F,25,Tinka,5,19684,929,True,False,True,False,False,False,2015-04-06 15:57:14,1428335834.0,1,False,False,True,False,False,False,Stuttgart,Stuttgart,0.9200000166893004,False,False,False,False,False,315.0,False,True,True,52b354a31a0ba0087a4a1492,550e9ebec66da165278b4952,False
F,19,Julyie 🌸,4,9263,632,False,True,False,False,False,True,2015-04-08 12:06:40,1428494800.0,1,True,False,False,False,False,False,Mâcon,Mâcon,0.6899999976158142,False,False,False,False,False,141.0,False,True,False,52b3ffc0190ba0f12979c06a,5524089c0b6ea16b368b4b42,False
F,20,moonshine,6,16104,393,True,True,False,False,False,True,2015-04-26 11:00:54,1430046054.0,1,False,False,True,False,False,False,Freiburg im Breisgau,Freiburg im Breisgau,0.8500000238418579,False,False,False,False,False,187.0,False,True,True,52b4266f150ba05034d77a1a,553bab4c1b0ba044278b4766,False
F,22,Saby,10,6187,270,False,True,False,False,False,False,2015-04-19 00:12:30,1429402350.0,1,False,False,True,False,False,False,Uster,Männedorf,0.9200000166893004,False,False,False,False,False,177.0,False,False,False,52b5e381150ba095219defa3,5532abda0b6ea1d5688b49c6,False
F,21,_Debby_,26,13355,307,False,True,False,False,False,True,2015-04-11 20:25:46,1428783946.0,1,False,False,True,False,False,False,Zürich,Dübendorf,1.0,False,True,False,False,True,180.0,False,False,False,52b5fed4c56da14947ce5abc,54abeca3c56da1e74e8b4bca,False
F,23,züribusle,5,20861,764,False,True,False,False,False,False,2015-04-08 12:11:50,1428495110.0,1,False,False,True,False,False,False,Zürich,Zürich,0.4600000083446502,False,False,False,False,False,175.0,False,True,False,52b7686b1b0ba0f7799b539c,551f08f2190ba0e40c8b4693,False
F,20,Latina,2,10467,187,True,False,True,False,False,False,2015-04-08 15:26:20,1428506780.0,1,False,False,True,False,False,False,Luzern,Dallenwil,0.2300000041723251,False,False,False,False,False,141.0,False,True,True,52bb47311a0ba0d52ea208ad,54cfd4e8c46da16f5c8b4a30,False
F,22,Jessy,15,6030,309,True,True,False,False,False,True,2015-04-08 13:14:31,1428498871.0,1,False,False,True,False,False,False,Höchenschwand,Sankt Blasien,0.8799999952316284,False,False,False,False,False,178.0,False,True,False,52bb50ca150ba0d0511f8153,54b191de150ba06e428b47a2,False
F,25,Nastasia,6,1289,55,False,True,False,False,False,False,2015-04-08 13:08:48,1428498528.0,1,True,False,False,False,False,False,Sallanches,Passy,0.8799999952316284,False,False,False,False,False,66.4000015258789,False,True,False,52bc998cc56da11a567ec055,54f8f026096ea13b278b4576,False
F,21,Andrea Michel,8,5621,166,False,True,False,False,False,False,2015-04-08 15:23:31,1428506611.0,1,False,False,True,False,False,False,Grindelwald,Grindelwald,0.8500000238418579,False,False,False,False,False,106.0,False,True,True,52bd1bbe140ba0d774ed250c,54cd4fab0a6ea1827a8b480c,False
F,25,Gini,8,7055,200,False,False,False,False,False,False,2015-04-26 06:00:03,1430028003.0,1,False,False,True,False,False,False,"Basel (Basel-Stadt, Schweiz)",Basel,0.8500000238418579,False,False,False,False,False,136.0,False,False,False,52bddd74c56da1045a1d428c,548f3e8fc56da16b638b4ca3,False
F,23,Hella Cool,3,3629,79,True,True,True,False,False,False,2015-04-06 16:04:30,1428336270.0,1,False,False,True,False,False,False,Trier,Trier,0.3100000023841858,False,False,False,False,False,361.0,False,True,True,52bfd0851b0ba0a3327ad95b,52bfd451190ba07e7d259544,False
F,25,Manuela Weber,6,10296,267,False,False,True,False,False,True,2015-04-26 02:10:56,1430014256.0,1,False,False,True,False,False,False,Märstetten,Inwil,0.8500000238418579,False,False,False,False,False,146.0,False,True,False,52c055c7160ba0c45f947c3e,5535f9c5160ba00c778b50e1,False
F,23,Goce moj,1,1770,95,False,True,True,False,True,False,2015-04-27 19:30:32,1430163032.0,1,False,False,True,False,False,False,Mainz (Rheinland-Pfalz),Mainz,0.5,False,False,False,False,False,400.0,False,False,True,52c08342c66da1f32d042226,553e8a5eca6da1f86f8b4567,False
F,22,Sabrina,2,7689,347,False,True,False,False,False,False,2015-04-06 19:50:29,1428349829.0,1,True,False,False,False,False,False,Lausanne,Romanel-sur-Lausanne,0.0,False,False,False,False,False,5.300000190734863,False,False,False,52c0b038170ba03647f8415a,52f8d01c150ba0f720ebdd02,False
F,19,Sylvia,1,3865,77,False,True,False,False,False,False,2015-04-08 15:26:02,1428506762.0,1,True,False,False,False,False,False,Tignieu-Jameyzieu,Pont-de-Chéruy,0.5799999833106995,False,False,False,False,False,141.0,False,True,True,52c4709b140ba0e17f19c1f8,550ddfd5066ea1a8638b4b3a,False
F,25,mikij,12,19098,557,True,True,True,False,False,True,2015-04-08 12:51:16,1428497476.0,1,False,False,True,False,False,False,Zürich,Zürich,0.6200000047683716,False,False,False,False,False,173.0,False,True,False,52c49b40140ba08b1b168cf5,53557051170ba0b95d8b480d,False
F,22,Meli,6,5470,137,True,False,False,False,False,False,2015-04-08 14:42:16,1428504136.0,1,False,False,True,False,False,False,Olten,Starrkirch-Wil,0.5400000214576721,False,False,False,False,False,135.0,False,True,True,52c4d3171a0ba00754d78379,54de0a5ac56da1f21c8b4da3,False
F,21,`Cassy.,5,6613,132,True,True,True,False,False,False,2015-04-26 16:41:01,1430066461.0,1,True,False,False,False,False,False,Mâcon,Mâcon,0.0799999982118606,False,False,False,False,False,141.0,False,True,False,52c6d689c76da179398b4b12,55338b2f160ba0a8288b48f3,False
F,20,Alessandra,18,5103,319,True,True,True,False,False,True,2015-04-07 22:34:20,1428446060.0,1,False,False,True,False,False,False,Wilderswil,Meiringen,0.8500000238418579,False,False,False,False,False,121.0,False,True,False,52c72c5d190ba0f46c464829,5431be071a0ba02a268b45ca,False
F,21,Jasi,5,3352,44,False,False,True,False,False,False,2015-04-08 14:14:40,1428502480.0,1,False,False,True,False,False,False,Wohlen,Wohlen,0.5799999833106995,False,False,False,False,False,155.0,False,True,False,52c7308d150ba0e3698033b3,539e0993140ba0c6538b4d1d,False
F,20,Mina Twiinkie,5,2412,104,True,False,False,False,False,False,2015-04-07 12:08:12,1428408492.0,1,True,False,False,False,False,False,Châtelaine,Bernex,0.959999978542328,False,False,False,False,False,57.20000076293945,False,False,True,52c82e8e160ba089609c590a,55103526c96da19c3a8b4599,False
F,22,Marie,4,6445,211,True,True,False,False,False,False,2015-04-24 21:26:29,1429910789.0,1,True,False,False,False,False,False,Yverdon-les-Bains,Yverdon-les-Bains,0.2300000041723251,False,False,False,False,False,27.5,False,True,False,52c980081b0ba08a135333b0,52cb1882150ba02455dea25e,False
F,20,SteLLa.'🌟,29,20567,1133,False,True,False,False,False,False,2015-04-26 11:47:02,1430048822.0,1,False,False,True,False,False,False,Burgdorf,Zollikofen,0.7300000190734863,False,False,False,False,False,82.0999984741211,False,False,True,52cd75bd190ba03b555e4394,5533f5d1e96da194688b491f,False
F,25,Särä,7,15664,270,False,True,False,False,False,True,2015-04-08 15:06:01,1428505561.0,1,False,False,True,False,False,False,Thun,Bern,0.0,False,False,False,False,False,79.19999694824219,False,True,True,52cd79ab190ba032555e455a,5505fafec56da1a4658b4aaf,False
F,25,Catch,1,25835,1315,False,True,False,False,False,False,2015-04-26 08:06:06,1430035566.0,1,False,False,True,False,False,False,Zürich,Zürich,0.0,False,False,False,False,False,175.0,False,False,False,52d37f491b0ba07a5c9d9142,53d7e1f6c46da16c678b4fc2,False
F,22,Raffaela,3,5003,263,True,True,True,False,False,True,2015-04-26 11:32:05,1430047925.0,3,False,True,True,True,False,False,Rudolfstetten-Friedlisberg,Dietikon,0.8799999952316284,False,False,False,False,False,166.0,False,False,True,52d542a11b0ba0a4423ab30c,551eb3ca086ea1ab838b4749,False
F,23,Mchen,4,26955,1167,True,True,True,False,False,False,2015-04-19 11:48:38,1429444118.0,1,False,False,True,False,False,False,Offenbach am Main,Offenbach am Main,0.959999978542328,False,False,False,False,False,428.0,False,False,True,52d5b15b140ba0d02950ce93,53ef81a1c76da1f03a8b4c05,False
F,24,susi,19,15869,1340,False,True,False,False,False,False,2015-04-08 15:20:18,1428506418.0,1,False,False,True,False,False,False,Zürich,Glattbrugg,0.9200000166893004,False,False,False,False,False,178.0,False,True,True,52d69748170ba0763386e8fc,54f45c6fe86da13d3e8b4619,False
F,23,Isabella🌹,2,4196,661,True,True,False,False,False,True,2015-04-27 19:39:40,1430163580.0,1,False,False,True,False,False,False,Lahr/Schwarzwald,Lahr/Schwarzwald,0.5,False,False,False,False,False,0.0,False,True,True,52d6c483c46da12451bdda1b,53f07480e96da1cb918b456f,False
F,21,Charlyne,6,554,50,True,False,False,False,False,False,2015-04-06 16:52:47,1428339167.0,1,True,False,False,False,False,False,Bâle,Aigle,0.7300000190734863,False,False,False,False,False,33.79999923706055,False,True,False,52d90748180ba0f65757fddc,52d90759190ba07a1ea28524,False
F,19,chätzli,7,15904,697,False,True,False,False,False,False,2015-04-30 19:28:28,1430422108.0,1,False,False,True,False,False,False,Zürichhorn,Geuensee,0.8500000238418579,False,False,False,False,False,0.0,False,True,True,52d9980a1b0ba0d52d1481b3,553d50f2c86da140198b4b64,False
F,26,beautysummer,7,10123,301,True,False,False,False,False,False,2015-04-06 16:03:00,1428336180.0,1,False,False,True,False,False,False,Köln,Frankfurt am Main,0.5799999833106995,False,False,False,False,False,418.0,False,True,True,52dc261f150ba09248346cd6,55172ff5c76da1aa338b4ed3,False
F,20,pia.t,5,12064,659,True,True,True,False,False,True,2015-04-08 11:40:35,1428493235.0,1,False,False,True,False,False,False,Waldshut-Tiengen,Eisenbach,0.5400000214576721,False,False,False,False,False,200.0,False,True,False,52e0305d170ba00e42143e3d,550bdf77e86da1562c8b4e5c,False
F,25,Svennipenny,6,4033,27,True,True,False,False,False,False,2015-04-27 19:40:44,1430163644.0,1,False,False,True,False,False,False,Mainz,Mainz,0.7699999809265137,False,False,False,False,False,402.0,False,False,True,52e0417f160ba03f6b149a78,54f4d328c86da14e868b4ba1,False
F,22,daisy,12,13923,987,True,True,True,False,False,False,2015-04-06 16:10:58,1428336658.0,1,False,False,True,False,False,False,Gamprin,Sennwald,0.0,False,False,False,False,False,233.0,False,False,True,52e12c7c1a0ba08f01fbf79b,551c558f1b0ba0ab248b4674,False
F,22,Jamiie,8,4938,426,True,True,False,False,False,False,2015-03-26 21:50:33,1427406633.0,1,True,False,False,False,False,False,La Tour-de-Peilz,La Tour-de-Peilz,0.9200000166893004,False,False,False,False,False,19.200000762939453,False,False,False,52e267dbc46da197438e1688,551332d9086ea1e4488b4693,False
F,24,Marine,6,11405,184,True,True,True,False,False,True,2015-04-06 11:33:19,1428319999.0,1,True,False,False,False,False,False,Le Chable,Beaumont,0.5799999833106995,False,False,False,False,False,61.900001525878906,False,True,False,52e67ab9140ba0c7705f574f,52e67ac9190ba0c42fd2bf67,False
F,19,Jenny,7,9405,259,True,True,True,False,False,False,2015-04-25 23:04:29,1430003069.0,1,False,False,True,False,False,False,Freiburg im Breisgau,Freiburg im Breisgau,0.6200000047683716,False,False,False,False,False,186.0,False,True,False,52e69e6f1a0ba06f75fa5f88,552ae5951c0ba0e8048b4614,False
F,24,LuLu,5,10133,347,True,True,True,False,False,False,2015-04-06 15:57:11,1428335831.0,1,False,False,True,False,False,False,Pforzheim,Pforzheim,0.7300000190734863,False,False,False,False,False,306.0,False,True,True,52e7ddb01b0ba0c85a037d50,54ad746a086ea1532e8b4cfc,False
F,22,stefanie shoco,8,38703,1623,True,True,True,False,False,False,2015-04-06 16:00:48,1428336048.0,1,False,False,False,False,True,False,Barcelona,Pforzheim,1.0,False,False,False,False,False,306.0,False,True,True,52e7eb47c46da17d66f17bcb,54f718e7cb6da1180b8b45f4,False
F,23,Sun,28,32396,1732,True,True,True,False,False,False,2015-04-06 16:01:54,1428336114.0,1,False,True,False,False,False,False,Chur,Chur,0.5400000214576721,False,False,False,False,False,222.0,False,True,True,52ec19081b0ba0c570ab8cf5,551bd180076ea182468b47c4,False
F,24,Tania,3,1158,33,True,True,True,False,False,False,2015-04-01 12:39:39,1427891979.0,1,False,False,True,False,False,False,Fribourg,Sankt Ursen,0.8100000023841858,False,False,False,False,False,53.5,False,False,False,52ed16c4140ba06715006884,5517229fe86da1b25a8b4aad,False
F,25,steffi☆,3,6641,306,True,False,False,False,False,True,2015-04-26 11:12:12,1430046732.0,1,False,False,True,False,False,False,Wehr,Wehr,0.7699999809265137,False,False,False,True,False,155.0,False,True,True,52f1646c1b0ba06420836cd2,54e60ee31c0ba0e29f8b4d2e,False
F,23,Shake,7,13087,737,False,True,False,False,False,True,2015-04-06 16:02:32,1428336152.0,1,False,False,True,False,False,False,Worms,Worms,0.0,False,False,False,False,False,368.0,False,True,True,52f3e1461b0ba0594fdba82b,5487046e180ba0e07b8b45e8,False
F,22,Natha_lie,7,3306,93,False,True,False,False,False,True,2015-04-26 10:27:11,1430044031.0,1,False,False,True,False,False,False,Waldkirch,Waldkirch,0.6200000047683716,False,False,False,False,False,202.0,False,True,False,52f3e9c2180ba017746f7579,52f40212150ba0c771391165,False
F,25,aivil23,2,2299,151,True,True,True,False,False,False,2015-04-06 16:05:27,1428336327.0,1,False,False,True,False,False,False,Romanshorn,Romanshorn,0.0,False,False,False,False,False,237.0,False,True,True,52f656e0140ba052649e06f5,5517df4d1c0ba09c458b4575,False
F,24,AlleFarben,10,2043,29,True,True,True,False,False,False,2015-04-26 05:56:12,1430027772.0,1,False,False,True,False,False,False,Luzern,Luzern,0.6899999976158142,False,False,False,False,False,139.0,False,True,False,52f6ce15c46da1b956ebfaeb,553c3f951a0ba0a6458b4cca,False
F,22,xoxo,4,8954,181,True,True,True,False,False,True,2015-04-26 11:41:00,1430048460.0,1,False,False,True,False,False,False,Zürich,Zürich,0.8500000238418579,False,False,False,False,False,173.0,False,True,True,52f76e34190ba0b7224d83ab,54a7cfe0c96da162728b4ca0,False
F,25,x1234567890,5,21928,835,True,True,True,False,False,False,2015-04-26 18:52:35,1430074355.0,1,False,False,True,False,False,False,Luzern,Luzern,0.800000011920929,False,False,False,False,False,140.0,False,True,True,52f7cba81a0ba01f57f04c1e,53e66949cb6da17e018b46d8,False
F,19,jennyyourjewel_,18,19546,240,True,False,False,False,False,True,2015-04-15 06:37:58,1429079878.0,1,False,False,True,False,False,False,Derendingen,Derendingen,0.6200000047683716,False,False,False,False,False,104.0,False,False,False,52f884fc1b0ba0c53c7cb313,54e36c0a0b6ea1f4608b4868,False
F,24,Grml,6,6059,219,True,True,False,False,False,True,2015-04-27 19:24:18,1430162658.0,1,False,False,True,False,False,False,Stuttgart,Walldorf,0.9200000166893004,False,False,False,False,False,0.0,False,True,True,52f8dd2d1b0ba0cd2fd9cd39,54c7ef2c140ba07e4e8b4c76,False
